,Date_Key,Date,Day,Month,Month_No,Quarter,Year,Week,Fiscal_Year
284,1970-01-01 00:00:00.020231012,2023-10-12,Thursday,October,10,Q4,2023,41,FY2023
285,1970-01-01 00:00:00.020231013,2023-10-13,Friday,October,10,Q4,2023,41,FY2023
286,1970-01-01 00:00:00.020231014,2023-10-14,Saturday,October,10,Q4,2023,41,FY2023
287,1970-01-01 00:00:00.020231015,2023-10-15,Sunday,October,10,Q4,2023,41,FY2023
288,1970-01-01 00:00:00.020231016,2023-10-16,Monday,October,10,Q4,2023,42,FY2023
289,1970-01-01 00:00:00.020231017,2023-10-17,Tuesday,October,10,Q4,2023,42,FY2023
290,1970-01-01 00:00:00.020231018,2023-10-18,Wednesday,October,10,Q4,2023,42,FY2023
291,1970-01-01 00:00:00.020231019,2023-10-19,Thursday,October,10,Q4,2023,42,FY2023
292,1970-01-01 00:00:00.020231020,2023-10-20,Friday,October,10,Q4,2023,42,FY2023
293,1970-01-01 00:00:00.020231021,2023-10-21,Saturday,October,10,Q4,2023,42,FY2023
294,1970-01-01 00:00:00.020231022,2023-10-22,Sunday,October,10,Q4,2023,42,FY2023
295,1970-01-01 00:00:00.020231023,2023-10-23,Monday,October,10,Q4,2023,43,FY2023
296,1970-01-01 00:00:00.020231024,2023-10-24,Tuesday,October,10,Q4,2023,43,FY2023
297,1970-01-01 00:00:00.020231025,2023-10-25,Wednesday,October,10,Q4,2023,43,FY2023
298,1970-01-01 00:00:00.020231026,2023-10-26,Thursday,October,10,Q4,2023,43,FY2023
299,1970-01-01 00:00:00.020231027,2023-10-27,Friday,October,10,Q4,2023,43,FY2023
300,1970-01-01 00:00:00.020231028,2023-10-28,Saturday,October,10,Q4,2023,43,FY2023
301,1970-01-01 00:00:00.020231029,2023-10-29,Sunday,October,10,Q4,2023,43,FY2023
302,1970-01-01 00:00:00.020231030,2023-10-30,Monday,October,10,Q4,2023,44,FY2023
303,1970-01-01 00:00:00.020231031,2023-10-31,Tuesday,October,10,Q4,2023,44,FY2023
304,1970-01-01 00:00:00.020231101,2023-11-01,Wednesday,November,11,Q4,2023,44,FY2023
305,1970-01-01 00:00:00.020231102,2023-11-02,Thursday,November,11,Q4,2023,44,FY2023
306,1970-01-01 00:00:00.020231103,2023-11-03,Friday,November,11,Q4,2023,44,FY2023
307,1970-01-01 00:00:00.020231104,2023-11-04,Saturday,November,11,Q4,2023,44,FY2023
308,1970-01-01 00:00:00.020231105,2023-11-05,Sunday,November,11,Q4,2023,44,FY2023
309,1970-01-01 00:00:00.020231106,2023-11-06,Monday,November,11,Q4,2023,45,FY2023
310,1970-01-01 00:00:00.020231107,2023-11-07,Tuesday,November,11,Q4,2023,45,FY2023
311,1970-01-01 00:00:00.020231108,2023-11-08,Wednesday,November,11,Q4,2023,45,FY2023
312,1970-01-01 00:00:00.020231109,2023-11-09,Thursday,November,11,Q4,2023,45,FY2023
313,1970-01-01 00:00:00.020231110,2023-11-10,Friday,November,11,Q4,2023,45,FY2023
314,1970-01-01 00:00:00.020231111,2023-11-11,Saturday,November,11,Q4,2023,45,FY2023
315,1970-01-01 00:00:00.020231112,2023-11-12,Sunday,November,11,Q4,2023,45,FY2023
316,1970-01-01 00:00:00.020231113,2023-11-13,Monday,November,11,Q4,2023,46,FY2023
317,1970-01-01 00:00:00.020231114,2023-11-14,Tuesday,November,11,Q4,2023,46,FY2023
318,1970-01-01 00:00:00.020231115,2023-11-15,Wednesday,November,11,Q4,2023,46,FY2023
319,1970-01-01 00:00:00.020231116,2023-11-16,Thursday,November,11,Q4,2023,46,FY2023
320,1970-01-01 00:00:00.020231117,2023-11-17,Friday,November,11,Q4,2023,46,FY2023
321,1970-01-01 00:00:00.020231118,2023-11-18,Saturday,November,11,Q4,2023,46,FY2023
322,1970-01-01 00:00:00.020231119,2023-11-19,Sunday,November,11,Q4,2023,46,FY2023
323,1970-01-01 00:00:00.020231120,2023-11-20,Monday,November,11,Q4,2023,47,FY2023
324,1970-01-01 00:00:00.020231121,2023-11-21,Tuesday,November,11,Q4,2023,47,FY2023
325,1970-01-01 00:00:00.020231122,2023-11-22,Wednesday,November,11,Q4,2023,47,FY2023
326,1970-01-01 00:00:00.020231123,2023-11-23,Thursday,November,11,Q4,2023,47,FY2023
327,1970-01-01 00:00:00.020231124,2023-11-24,Friday,November,11,Q4,2023,47,FY2023
328,1970-01-01 00:00:00.020231125,2023-11-25,Saturday,November,11,Q4,2023,47,FY2023
329,1970-01-01 00:00:00.020231126,2023-11-26,Sunday,November,11,Q4,2023,47,FY2023
330,1970-01-01 00:00:00.020231127,2023-11-27,Monday,November,11,Q4,2023,48,FY2023
331,1970-01-01 00:00:00.020231128,2023-11-28,Tuesday,November,11,Q4,2023,48,FY2023
332,1970-01-01 00:00:00.020231129,2023-11-29,Wednesday,November,11,Q4,2023,48,FY2023
333,1970-01-01 00:00:00.020231130,2023-11-30,Thursday,November,11,Q4,2023,48,FY2023
334,1970-01-01 00:00:00.020231201,2023-12-01,Friday,December,12,Q4,2023,48,FY2023
335,1970-01-01 00:00:00.020231202,2023-12-02,Saturday,December,12,Q4,2023,48,FY2023
336,1970-01-01 00:00:00.020231203,2023-12-03,Sunday,December,12,Q4,2023,48,FY2023
337,1970-01-01 00:00:00.020231204,2023-12-04,Monday,December,12,Q4,2023,49,FY2023
338,1970-01-01 00:00:00.020231205,2023-12-05,Tuesday,December,12,Q4,2023,49,FY2023
339,1970-01-01 00:00:00.020231206,2023-12-06,Wednesday,December,12,Q4,2023,49,FY2023
340,1970-01-01 00:00:00.020231207,2023-12-07,Thursday,December,12,Q4,2023,49,FY2023
341,1970-01-01 00:00:00.020231208,2023-12-08,Friday,December,12,Q4,2023,49,FY2023
342,1970-01-01 00:00:00.020231209,2023-12-09,Saturday,December,12,Q4,2023,49,FY2023
343,1970-01-01 00:00:00.020231210,2023-12-10,Sunday,December,12,Q4,2023,49,FY2023
344,1970-01-01 00:00:00.020231211,2023-12-11,Monday,December,12,Q4,2023,50,FY2023
345,1970-01-01 00:00:00.020231212,2023-12-12,Tuesday,December,12,Q4,2023,50,FY2023
346,1970-01-01 00:00:00.020231213,2023-12-13,Wednesday,December,12,Q4,2023,50,FY2023
347,1970-01-01 00:00:00.020231214,2023-12-14,Thursday,December,12,Q4,2023,50,FY2023
348,1970-01-01 00:00:00.020231215,2023-12-15,Friday,December,12,Q4,2023,50,FY2023
349,1970-01-01 00:00:00.020231216,2023-12-16,Saturday,December,12,Q4,2023,50,FY2023
350,1970-01-01 00:00:00.020231217,2023-12-17,Sunday,December,12,Q4,2023,50,FY2023
351,1970-01-01 00:00:00.020231218,2023-12-18,Monday,December,12,Q4,2023,51,FY2023
352,1970-01-01 00:00:00.020231219,2023-12-19,Tuesday,December,12,Q4,2023,51,FY2023
353,1970-01-01 00:00:00.020231220,2023-12-20,Wednesday,December,12,Q4,2023,51,FY2023
354,1970-01-01 00:00:00.020231221,2023-12-21,Thursday,December,12,Q4,2023,51,FY2023
355,1970-01-01 00:00:00.020231222,2023-12-22,Friday,December,12,Q4,2023,51,FY2023
356,1970-01-01 00:00:00.020231223,2023-12-23,Saturday,December,12,Q4,2023,51,FY2023
357,1970-01-01 00:00:00.020231224,2023-12-24,Sunday,December,12,Q4,2023,51,FY2023
358,1970-01-01 00:00:00.020231225,2023-12-25,Monday,December,12,Q4,2023,52,FY2023
359,1970-01-01 00:00:00.020231226,2023-12-26,Tuesday,December,12,Q4,2023,52,FY2023
360,1970-01-01 00:00:00.020231227,2023-12-27,Wednesday,December,12,Q4,2023,52,FY2023
361,1970-01-01 00:00:00.020231228,2023-12-28,Thursday,December,12,Q4,2023,52,FY2023
362,1970-01-01 00:00:00.020231229,2023-12-29,Friday,December,12,Q4,2023,52,FY2023
363,1970-01-01 00:00:00.020231230,2023-12-30,Saturday,December,12,Q4,2023,52,FY2023
364,1970-01-01 00:00:00.020231231,2023-12-31,Sunday,December,12,Q4,2023,52,FY2023
365,1970-01-01 00:00:00.020240101,2024-01-01,Monday,January,1,Q1,2024,1,FY2024
366,1970-01-01 00:00:00.020240102,2024-01-02,Tuesday,January,1,Q1,2024,1,FY2024
367,1970-01-01 00:00:00.020240103,2024-01-03,Wednesday,January,1,Q1,2024,1,FY2024
368,1970-01-01 00:00:00.020240104,2024-01-04,Thursday,January,1,Q1,2024,1,FY2024
369,1970-01-01 00:00:00.020240105,2024-01-05,Friday,January,1,Q1,2024,1,FY2024
370,1970-01-01 00:00:00.020240106,2024-01-06,Saturday,January,1,Q1,2024,1,FY2024
371,1970-01-01 00:00:00.020240107,2024-01-07,Sunday,January,1,Q1,2024,1,FY2024
372,1970-01-01 00:00:00.020240108,2024-01-08,Monday,January,1,Q1,2024,2,FY2024
373,1970-01-01 00:00:00.020240109,2024-01-09,Tuesday,January,1,Q1,2024,2,FY2024
374,1970-01-01 00:00:00.020240110,2024-01-10,Wednesday,January,1,Q1,2024,2,FY2024
375,1970-01-01 00:00:00.020240111,2024-01-11,Thursday,January,1,Q1,2024,2,FY2024
376,1970-01-01 00:00:00.020240112,2024-01-12,Friday,January,1,Q1,2024,2,FY2024
377,1970-01-01 00:00:00.020240113,2024-01-13,Saturday,January,1,Q1,2024,2,FY2024
378,1970-01-01 00:00:00.020240114,2024-01-14,Sunday,January,1,Q1,2024,2,FY2024
379,1970-01-01 00:00:00.020240115,2024-01-15,Monday,January,1,Q1,2024,3,FY2024
380,1970-01-01 00:00:00.020240116,2024-01-16,Tuesday,January,1,Q1,2024,3,FY2024
381,1970-01-01 00:00:00.020240117,2024-01-17,Wednesday,January,1,Q1,2024,3,FY2024
382,1970-01-01 00:00:00.020240118,2024-01-18,Thursday,January,1,Q1,2024,3,FY2024
383,1970-01-01 00:00:00.020240119,2024-01-19,Friday,January,1,Q1,2024,3,FY2024
384,1970-01-01 00:00:00.020240120,2024-01-20,Saturday,January,1,Q1,2024,3,FY2024
385,1970-01-01 00:00:00.020240121,2024-01-21,Sunday,January,1,Q1,2024,3,FY2024
386,1970-01-01 00:00:00.020240122,2024-01-22,Monday,January,1,Q1,2024,4,FY2024
387,1970-01-01 00:00:00.020240123,2024-01-23,Tuesday,January,1,Q1,2024,4,FY2024
388,1970-01-01 00:00:00.020240124,2024-01-24,Wednesday,January,1,Q1,2024,4,FY2024
389,1970-01-01 00:00:00.020240125,2024-01-25,Thursday,January,1,Q1,2024,4,FY2024
390,1970-01-01 00:00:00.020240126,2024-01-26,Friday,January,1,Q1,2024,4,FY2024
391,1970-01-01 00:00:00.020240127,2024-01-27,Saturday,January,1,Q1,2024,4,FY2024
392,1970-01-01 00:00:00.020240128,2024-01-28,Sunday,January,1,Q1,2024,4,FY2024
393,1970-01-01 00:00:00.020240129,2024-01-29,Monday,January,1,Q1,2024,5,FY2024
394,1970-01-01 00:00:00.020240130,2024-01-30,Tuesday,January,1,Q1,2024,5,FY2024
395,1970-01-01 00:00:00.020240131,2024-01-31,Wednesday,January,1,Q1,2024,5,FY2024
396,1970-01-01 00:00:00.020240201,2024-02-01,Thursday,February,2,Q1,2024,5,FY2024
397,1970-01-01 00:00:00.020240202,2024-02-02,Friday,February,2,Q1,2024,5,FY2024
398,1970-01-01 00:00:00.020240203,2024-02-03,Saturday,February,2,Q1,2024,5,FY2024
399,1970-01-01 00:00:00.020240204,2024-02-04,Sunday,February,2,Q1,2024,5,FY2024
400,1970-01-01 00:00:00.020240205,2024-02-05,Monday,February,2,Q1,2024,6,FY2024
401,1970-01-01 00:00:00.020240206,2024-02-06,Tuesday,February,2,Q1,2024,6,FY2024
402,1970-01-01 00:00:00.020240207,2024-02-07,Wednesday,February,2,Q1,2024,6,FY2024
403,1970-01-01 00:00:00.020240208,2024-02-08,Thursday,February,2,Q1,2024,6,FY2024
404,1970-01-01 00:00:00.020240209,2024-02-09,Friday,February,2,Q1,2024,6,FY2024
405,1970-01-01 00:00:00.020240210,2024-02-10,Saturday,February,2,Q1,2024,6,FY2024
406,1970-01-01 00:00:00.020240211,2024-02-11,Sunday,February,2,Q1,2024,6,FY2024
407,1970-01-01 00:00:00.020240212,2024-02-12,Monday,February,2,Q1,2024,7,FY2024
408,1970-01-01 00:00:00.020240213,2024-02-13,Tuesday,February,2,Q1,2024,7,FY2024
409,1970-01-01 00:00:00.020240214,2024-02-14,Wednesday,February,2,Q1,2024,7,FY2024
410,1970-01-01 00:00:00.020240215,2024-02-15,Thursday,February,2,Q1,2024,7,FY2024
411,1970-01-01 00:00:00.020240216,2024-02-16,Friday,February,2,Q1,2024,7,FY2024
412,1970-01-01 00:00:00.020240217,2024-02-17,Saturday,February,2,Q1,2024,7,FY2024
413,1970-01-01 00:00:00.020240218,2024-02-18,Sunday,February,2,Q1,2024,7,FY2024
414,1970-01-01 00:00:00.020240219,2024-02-19,Monday,February,2,Q1,2024,8,FY2024
415,1970-01-01 00:00:00.020240220,2024-02-20,Tuesday,February,2,Q1,2024,8,FY2024
416,1970-01-01 00:00:00.020240221,2024-02-21,Wednesday,February,2,Q1,2024,8,FY2024
417,1970-01-01 00:00:00.020240222,2024-02-22,Thursday,February,2,Q1,2024,8,FY2024
418,1970-01-01 00:00:00.020240223,2024-02-23,Friday,February,2,Q1,2024,8,FY2024
419,1970-01-01 00:00:00.020240224,2024-02-24,Saturday,February,2,Q1,2024,8,FY2024
420,1970-01-01 00:00:00.020240225,2024-02-25,Sunday,February,2,Q1,2024,8,FY2024
421,1970-01-01 00:00:00.020240226,2024-02-26,Monday,February,2,Q1,2024,9,FY2024
422,1970-01-01 00:00:00.020240227,2024-02-27,Tuesday,February,2,Q1,2024,9,FY2024
423,1970-01-01 00:00:00.020240228,2024-02-28,Wednesday,February,2,Q1,2024,9,FY2024
424,1970-01-01 00:00:00.020240229,2024-02-29,Thursday,February,2,Q1,2024,9,FY2024
425,1970-01-01 00:00:00.020240301,2024-03-01,Friday,March,3,Q1,2024,9,FY2024
426,1970-01-01 00:00:00.020240302,2024-03-02,Saturday,March,3,Q1,2024,9,FY2024
427,1970-01-01 00:00:00.020240303,2024-03-03,Sunday,March,3,Q1,2024,9,FY2024
428,1970-01-01 00:00:00.020240304,2024-03-04,Monday,March,3,Q1,2024,10,FY2024
429,1970-01-01 00:00:00.020240305,2024-03-05,Tuesday,March,3,Q1,2024,10,FY2024
430,1970-01-01 00:00:00.020240306,2024-03-06,Wednesday,March,3,Q1,2024,10,FY2024
431,1970-01-01 00:00:00.020240307,2024-03-07,Thursday,March,3,Q1,2024,10,FY2024
432,1970-01-01 00:00:00.020240308,2024-03-08,Friday,March,3,Q1,2024,10,FY2024
433,1970-01-01 00:00:00.020240309,2024-03-09,Saturday,March,3,Q1,2024,10,FY2024
434,1970-01-01 00:00:00.020240310,2024-03-10,Sunday,March,3,Q1,2024,10,FY2024
435,1970-01-01 00:00:00.020240311,2024-03-11,Monday,March,3,Q1,2024,11,FY2024
436,1970-01-01 00:00:00.020240312,2024-03-12,Tuesday,March,3,Q1,2024,11,FY2024
437,1970-01-01 00:00:00.020240313,2024-03-13,Wednesday,March,3,Q1,2024,11,FY2024
438,1970-01-01 00:00:00.020240314,2024-03-14,Thursday,March,3,Q1,2024,11,FY2024
439,1970-01-01 00:00:00.020240315,2024-03-15,Friday,March,3,Q1,2024,11,FY2024
440,1970-01-01 00:00:00.020240316,2024-03-16,Saturday,March,3,Q1,2024,11,FY2024
441,1970-01-01 00:00:00.020240317,2024-03-17,Sunday,March,3,Q1,2024,11,FY2024
442,1970-01-01 00:00:00.020240318,2024-03-18,Monday,March,3,Q1,2024,12,FY2024
443,1970-01-01 00:00:00.020240319,2024-03-19,Tuesday,March,3,Q1,2024,12,FY2024
444,1970-01-01 00:00:00.020240320,2024-03-20,Wednesday,March,3,Q1,2024,12,FY2024
445,1970-01-01 00:00:00.020240321,2024-03-21,Thursday,March,3,Q1,2024,12,FY2024
446,1970-01-01 00:00:00.020240322,2024-03-22,Friday,March,3,Q1,2024,12,FY2024
447,1970-01-01 00:00:00.020240323,2024-03-23,Saturday,March,3,Q1,2024,12,FY2024
448,1970-01-01 00:00:00.020240324,2024-03-24,Sunday,March,3,Q1,2024,12,FY2024
449,1970-01-01 00:00:00.020240325,2024-03-25,Monday,March,3,Q1,2024,13,FY2024
450,1970-01-01 00:00:00.020240326,2024-03-26,Tuesday,March,3,Q1,2024,13,FY2024
451,1970-01-01 00:00:00.020240327,2024-03-27,Wednesday,March,3,Q1,2024,13,FY2024
452,1970-01-01 00:00:00.020240328,2024-03-28,Thursday,March,3,Q1,2024,13,FY2024
453,1970-01-01 00:00:00.020240329,2024-03-29,Friday,March,3,Q1,2024,13,FY2024
454,1970-01-01 00:00:00.020240330,2024-03-30,Saturday,March,3,Q1,2024,13,FY2024
455,1970-01-01 00:00:00.020240331,2024-03-31,Sunday,March,3,Q1,2024,13,FY2024
456,1970-01-01 00:00:00.020240401,2024-04-01,Monday,April,4,Q2,2024,14,FY2024
457,1970-01-01 00:00:00.020240402,2024-04-02,Tuesday,April,4,Q2,2024,14,FY2024
458,1970-01-01 00:00:00.020240403,2024-04-03,Wednesday,April,4,Q2,2024,14,FY2024
459,1970-01-01 00:00:00.020240404,2024-04-04,Thursday,April,4,Q2,2024,14,FY2024
460,1970-01-01 00:00:00.020240405,2024-04-05,Friday,April,4,Q2,2024,14,FY2024
461,1970-01-01 00:00:00.020240406,2024-04-06,Saturday,April,4,Q2,2024,14,FY2024
462,1970-01-01 00:00:00.020240407,2024-04-07,Sunday,April,4,Q2,2024,14,FY2024
463,1970-01-01 00:00:00.020240408,2024-04-08,Monday,April,4,Q2,2024,15,FY2024
464,1970-01-01 00:00:00.020240409,2024-04-09,Tuesday,April,4,Q2,2024,15,FY2024
465,1970-01-01 00:00:00.020240410,2024-04-10,Wednesday,April,4,Q2,2024,15,FY2024
466,1970-01-01 00:00:00.020240411,2024-04-11,Thursday,April,4,Q2,2024,15,FY2024
467,1970-01-01 00:00:00.020240412,2024-04-12,Friday,April,4,Q2,2024,15,FY2024
468,1970-01-01 00:00:00.020240413,2024-04-13,Saturday,April,4,Q2,2024,15,FY2024
469,1970-01-01 00:00:00.020240414,2024-04-14,Sunday,April,4,Q2,2024,15,FY2024
470,1970-01-01 00:00:00.020240415,2024-04-15,Monday,April,4,Q2,2024,16,FY2024
471,1970-01-01 00:00:00.020240416,2024-04-16,Tuesday,April,4,Q2,2024,16,FY2024
472,1970-01-01 00:00:00.020240417,2024-04-17,Wednesday,April,4,Q2,2024,16,FY2024
473,1970-01-01 00:00:00.020240418,2024-04-18,Thursday,April,4,Q2,2024,16,FY2024
474,1970-01-01 00:00:00.020240419,2024-04-19,Friday,April,4,Q2,2024,16,FY2024
475,1970-01-01 00:00:00.020240420,2024-04-20,Saturday,April,4,Q2,2024,16,FY2024
476,1970-01-01 00:00:00.020240421,2024-04-21,Sunday,April,4,Q2,2024,16,FY2024
477,1970-01-01 00:00:00.020240422,2024-04-22,Monday,April,4,Q2,2024,17,FY2024
478,1970-01-01 00:00:00.020240423,2024-04-23,Tuesday,April,4,Q2,2024,17,FY2024
479,1970-01-01 00:00:00.020240424,2024-04-24,Wednesday,April,4,Q2,2024,17,FY2024
480,1970-01-01 00:00:00.020240425,2024-04-25,Thursday,April,4,Q2,2024,17,FY2024
481,1970-01-01 00:00:00.020240426,2024-04-26,Friday,April,4,Q2,2024,17,FY2024
482,1970-01-01 00:00:00.020240427,2024-04-27,Saturday,April,4,Q2,2024,17,FY2024
483,1970-01-01 00:00:00.020240428,2024-04-28,Sunday,April,4,Q2,2024,17,FY2024
484,1970-01-01 00:00:00.020240429,2024-04-29,Monday,April,4,Q2,2024,18,FY2024
485,1970-01-01 00:00:00.020240430,2024-04-30,Tuesday,April,4,Q2,2024,18,FY2024
486,1970-01-01 00:00:00.020240501,2024-05-01,Wednesday,May,5,Q2,2024,18,FY2024
487,1970-01-01 00:00:00.020240502,2024-05-02,Thursday,May,5,Q2,2024,18,FY2024
488,1970-01-01 00:00:00.020240503,2024-05-03,Friday,May,5,Q2,2024,18,FY2024
489,1970-01-01 00:00:00.020240504,2024-05-04,Saturday,May,5,Q2,2024,18,FY2024
490,1970-01-01 00:00:00.020240505,2024-05-05,Sunday,May,5,Q2,2024,18,FY2024
491,1970-01-01 00:00:00.020240506,2024-05-06,Monday,May,5,Q2,2024,19,FY2024
492,1970-01-01 00:00:00.020240507,2024-05-07,Tuesday,May,5,Q2,2024,19,FY2024
493,1970-01-01 00:00:00.020240508,2024-05-08,Wednesday,May,5,Q2,2024,19,FY2024
494,1970-01-01 00:00:00.020240509,2024-05-09,Thursday,May,5,Q2,2024,19,FY2024
495,1970-01-01 00:00:00.020240510,2024-05-10,Friday,May,5,Q2,2024,19,FY2024
496,1970-01-01 00:00:00.020240511,2024-05-11,Saturday,May,5,Q2,2024,19,FY2024
497,1970-01-01 00:00:00.020240512,2024-05-12,Sunday,May,5,Q2,2024,19,FY2024
498,1970-01-01 00:00:00.020240513,2024-05-13,Monday,May,5,Q2,2024,20,FY2024
499,1970-01-01 00:00:00.020240514,2024-05-14,Tuesday,May,5,Q2,2024,20,FY2024
500,1970-01-01 00:00:00.020240515,2024-05-15,Wednesday,May,5,Q2,2024,20,FY2024
501,1970-01-01 00:00:00.020240516,2024-05-16,Thursday,May,5,Q2,2024,20,FY2024
502,1970-01-01 00:00:00.020240517,2024-05-17,Friday,May,5,Q2,2024,20,FY2024
503,1970-01-01 00:00:00.020240518,2024-05-18,Saturday,May,5,Q2,2024,20,FY2024
504,1970-01-01 00:00:00.020240519,2024-05-19,Sunday,May,5,Q2,2024,20,FY2024
505,1970-01-01 00:00:00.020240520,2024-05-20,Monday,May,5,Q2,2024,21,FY2024
506,1970-01-01 00:00:00.020240521,2024-05-21,Tuesday,May,5,Q2,2024,21,FY2024
507,1970-01-01 00:00:00.020240522,2024-05-22,Wednesday,May,5,Q2,2024,21,FY2024
508,1970-01-01 00:00:00.020240523,2024-05-23,Thursday,May,5,Q2,2024,21,FY2024
509,1970-01-01 00:00:00.020240524,2024-05-24,Friday,May,5,Q2,2024,21,FY2024
510,1970-01-01 00:00:00.020240525,2024-05-25,Saturday,May,5,Q2,2024,21,FY2024
511,1970-01-01 00:00:00.020240526,2024-05-26,Sunday,May,5,Q2,2024,21,FY2024
512,1970-01-01 00:00:00.020240527,2024-05-27,Monday,May,5,Q2,2024,22,FY2024
513,1970-01-01 00:00:00.020240528,2024-05-28,Tuesday,May,5,Q2,2024,22,FY2024
514,1970-01-01 00:00:00.020240529,2024-05-29,Wednesday,May,5,Q2,2024,22,FY2024
515,1970-01-01 00:00:00.020240530,2024-05-30,Thursday,May,5,Q2,2024,22,FY2024
516,1970-01-01 00:00:00.020240531,2024-05-31,Friday,May,5,Q2,2024,22,FY2024
517,1970-01-01 00:00:00.020240601,2024-06-01,Saturday,June,6,Q2,2024,22,FY2024
518,1970-01-01 00:00:00.020240602,2024-06-02,Sunday,June,6,Q2,2024,22,FY2024
519,1970-01-01 00:00:00.020240603,2024-06-03,Monday,June,6,Q2,2024,23,FY2024
520,1970-01-01 00:00:00.020240604,2024-06-04,Tuesday,June,6,Q2,2024,23,FY2024
521,1970-01-01 00:00:00.020240605,2024-06-05,Wednesday,June,6,Q2,2024,23,FY2024
522,1970-01-01 00:00:00.020240606,2024-06-06,Thursday,June,6,Q2,2024,23,FY2024
523,1970-01-01 00:00:00.020240607,2024-06-07,Friday,June,6,Q2,2024,23,FY2024
524,1970-01-01 00:00:00.020240608,2024-06-08,Saturday,June,6,Q2,2024,23,FY2024
525,1970-01-01 00:00:00.020240609,2024-06-09,Sunday,June,6,Q2,2024,23,FY2024
526,1970-01-01 00:00:00.020240610,2024-06-10,Monday,June,6,Q2,2024,24,FY2024
527,1970-01-01 00:00:00.020240611,2024-06-11,Tuesday,June,6,Q2,2024,24,FY2024
528,1970-01-01 00:00:00.020240612,2024-06-12,Wednesday,June,6,Q2,2024,24,FY2024
529,1970-01-01 00:00:00.020240613,2024-06-13,Thursday,June,6,Q2,2024,24,FY2024
530,1970-01-01 00:00:00.020240614,2024-06-14,Friday,June,6,Q2,2024,24,FY2024
531,1970-01-01 00:00:00.020240615,2024-06-15,Saturday,June,6,Q2,2024,24,FY2024
532,1970-01-01 00:00:00.020240616,2024-06-16,Sunday,June,6,Q2,2024,24,FY2024
533,1970-01-01 00:00:00.020240617,2024-06-17,Monday,June,6,Q2,2024,25,FY2024
534,1970-01-01 00:00:00.020240618,2024-06-18,Tuesday,June,6,Q2,2024,25,FY2024
535,1970-01-01 00:00:00.020240619,2024-06-19,Wednesday,June,6,Q2,2024,25,FY2024
536,1970-01-01 00:00:00.020240620,2024-06-20,Thursday,June,6,Q2,2024,25,FY2024
537,1970-01-01 00:00:00.020240621,2024-06-21,Friday,June,6,Q2,2024,25,FY2024
538,1970-01-01 00:00:00.020240622,2024-06-22,Saturday,June,6,Q2,2024,25,FY2024
539,1970-01-01 00:00:00.020240623,2024-06-23,Sunday,June,6,Q2,2024,25,FY2024
540,1970-01-01 00:00:00.020240624,2024-06-24,Monday,June,6,Q2,2024,26,FY2024
541,1970-01-01 00:00:00.020240625,2024-06-25,Tuesday,June,6,Q2,2024,26,FY2024
542,1970-01-01 00:00:00.020240626,2024-06-26,Wednesday,June,6,Q2,2024,26,FY2024
543,1970-01-01 00:00:00.020240627,2024-06-27,Thursday,June,6,Q2,2024,26,FY2024
544,1970-01-01 00:00:00.020240628,2024-06-28,Friday,June,6,Q2,2024,26,FY2024
545,1970-01-01 00:00:00.020240629,2024-06-29,Saturday,June,6,Q2,2024,26,FY2024
546,1970-01-01 00:00:00.020240630,2024-06-30,Sunday,June,6,Q2,2024,26,FY2024
547,1970-01-01 00:00:00.020240701,2024-07-01,Monday,July,7,Q3,2024,27,FY2024
548,1970-01-01 00:00:00.020240702,2024-07-02,Tuesday,July,7,Q3,2024,27,FY2024
549,1970-01-01 00:00:00.020240703,2024-07-03,Wednesday,July,7,Q3,2024,27,FY2024
550,1970-01-01 00:00:00.020240704,2024-07-04,Thursday,July,7,Q3,2024,27,FY2024
551,1970-01-01 00:00:00.020240705,2024-07-05,Friday,July,7,Q3,2024,27,FY2024
552,1970-01-01 00:00:00.020240706,2024-07-06,Saturday,July,7,Q3,2024,27,FY2024
553,1970-01-01 00:00:00.020240707,2024-07-07,Sunday,July,7,Q3,2024,27,FY2024
554,1970-01-01 00:00:00.020240708,2024-07-08,Monday,July,7,Q3,2024,28,FY2024
555,1970-01-01 00:00:00.020240709,2024-07-09,Tuesday,July,7,Q3,2024,28,FY2024
556,1970-01-01 00:00:00.020240710,2024-07-10,Wednesday,July,7,Q3,2024,28,FY2024
557,1970-01-01 00:00:00.020240711,2024-07-11,Thursday,July,7,Q3,2024,28,FY2024
558,1970-01-01 00:00:00.020240712,2024-07-12,Friday,July,7,Q3,2024,28,FY2024
559,1970-01-01 00:00:00.020240713,2024-07-13,Saturday,July,7,Q3,2024,28,FY2024
560,1970-01-01 00:00:00.020240714,2024-07-14,Sunday,July,7,Q3,2024,28,FY2024
561,1970-01-01 00:00:00.020240715,2024-07-15,Monday,July,7,Q3,2024,29,FY2024
562,1970-01-01 00:00:00.020240716,2024-07-16,Tuesday,July,7,Q3,2024,29,FY2024
563,1970-01-01 00:00:00.020240717,2024-07-17,Wednesday,July,7,Q3,2024,29,FY2024
564,1970-01-01 00:00:00.020240718,2024-07-18,Thursday,July,7,Q3,2024,29,FY2024
565,1970-01-01 00:00:00.020240719,2024-07-19,Friday,July,7,Q3,2024,29,FY2024
566,1970-01-01 00:00:00.020240720,2024-07-20,Saturday,July,7,Q3,2024,29,FY2024
567,1970-01-01 00:00:00.020240721,2024-07-21,Sunday,July,7,Q3,2024,29,FY2024
