Sales_ID,Date_Key,Product_ID,Customer_ID,Store_ID,Employee_ID,Payment_ID,Quantity,Unit_Price,Discount,Tax,Sales_Amount,Cost_Amount,Gross_Profit,Invoice_No,calculate,Difference,Date
6096,20260428,441,5116,16,150,4,8,832.06,1712.61,593.26,5537.13,4711.86,825.27,INV2026006096,5537.13,0.0,2026-04-28
6097,20261017,419,1493,48,178,5,9,1206.85,1192.94,1160.25,10828.96,6257.25,4571.71,INV2026006097,10828.96,0.0,2026-10-17
6098,20260202,117,778,12,28,2,19,1211.3,3700.45,2317.71,21631.96,14204.68,7427.28,INV2026006098,21631.96,0.0,2026-02-02
6099,20250718,437,7776,9,85,1,3,226.23,135.15,65.22,608.76,595.2,13.56,INV2026006099,608.76,0.0,2025-07-18
6100,20250730,489,11798,6,14,2,13,246.27,423.23,333.39,3111.67,2167.5,944.17,INV2026006100,3111.67,0.0,2025-07-30
6101,20260128,401,7445,44,76,5,6,1021.2,294.23,699.96,6532.93,5505.66,1027.27,INV2026006101,6532.930000000001,9.094947017729282e-13,2026-01-28
6102,20260813,82,5342,19,218,4,11,1431.51,3568.69,1461.35,13639.27,12366.46,1272.81,INV2026006102,13639.27,0.0,2026-08-13
6103,20260522,193,3647,5,111,5,3,459.4,146.32,147.83,1379.71,1045.1,334.61,INV2026006103,1379.7099999999998,-2.273736754432321e-13,2026-05-22
6104,20250224,106,6306,22,58,3,10,254.66,711.5,220.21,2055.31,1793.67,261.64,INV2026006104,2055.31,0.0,2025-02-24
6105,20250919,224,6950,29,222,4,5,267.7,366.02,116.7,1089.18,961.9,127.28,INV2026006105,1089.18,0.0,2025-09-19
6106,20250317,253,4983,42,113,5,1,430.69,45.95,46.17,430.91,350.18,80.73,INV2026006106,430.91,0.0,2025-03-17
6107,20250620,388,2340,19,186,2,2,552.83,259.3,101.56,947.92,709.01,238.91,INV2026006107,947.92,1.1368683772161605e-13,2025-06-20
6108,20250531,188,4735,39,116,5,2,575.65,79.24,128.65,1200.71,666.7,534.01,INV2026006108,1200.71,0.0,2025-05-31
6109,20261102,475,6524,3,178,2,10,1278.7,3082.7,1164.52,10868.82,9818.22,1050.6,INV2026006109,10868.82,0.0,2026-11-02
6110,20250816,36,1779,28,12,1,12,582.51,719.75,752.44,7022.81,6017.06,1005.75,INV2026006110,7022.81,-9.094947017729282e-13,2025-08-16
6111,20260803,309,6071,12,238,1,4,1162.91,891.97,451.16,4210.83,4102.38,108.45,INV2026006111,4210.83,0.0,2026-08-03
6112,20251122,144,3008,17,2,1,12,53.91,143.87,60.37,563.42,404.19,159.23,INV2026006112,563.42,0.0,2025-11-22
6113,20261017,239,10012,4,181,5,14,1259.86,141.55,2099.58,19596.07,14667.95,4928.12,INV2026006113,19596.07,0.0,2026-10-17
6114,20250904,174,8640,46,192,3,12,1479.33,3434.43,1718.1,16035.63,15663.54,372.09,INV2026006114,16035.63,0.0,2025-09-04
6115,20260314,134,5255,17,163,5,15,572.12,1578.01,840.45,7844.24,6445.46,1398.78,INV2026006115,7844.239999999999,-9.094947017729282e-13,2026-03-14
6116,20261230,248,4259,9,90,3,6,955.43,1114.37,554.19,5172.4,3268.94,1903.46,INV2026006116,5172.4,0.0,2026-12-30
6117,20251107,110,6302,34,43,4,11,617.31,521.13,752.31,7021.59,6062.77,958.82,INV2026006117,7021.59,0.0,2025-11-07
6118,20261120,271,5371,4,207,4,17,1295.54,5774.76,1949.93,18199.35,19107.97,908.62,INV2026006118,18199.35,0.0,2026-11-20
6119,20260508,475,2971,49,82,2,2,1143.87,73.43,265.72,2480.03,1682.58,797.45,INV2026006119,2480.03,-4.547473508864641e-13,2026-05-08
6120,20260711,440,6621,29,134,5,9,572.24,166.12,598.08,5582.12,4552.57,1029.55,INV2026006120,5582.12,0.0,2026-07-11
6121,20260909,463,3645,44,232,2,10,630.84,134.42,740.88,6914.86,5045.85,1869.01,INV2026006121,6914.860000000001,9.094947017729282e-13,2026-09-09
6122,20260731,316,9723,10,119,3,6,340.22,551.0,178.84,1669.16,1137.21,531.95,INV2026006122,1669.16,0.0,2026-07-31
6123,20250109,371,2407,47,204,5,12,1305.32,3010.42,1518.41,14171.83,9659.68,4512.15,INV2026006123,14171.83,0.0,2025-01-09
6124,20250317,411,9167,32,90,4,2,562.03,274.71,101.92,951.27,634.58,316.69,INV2026006124,951.27,-1.1368683772161605e-13,2025-03-17
6125,20250909,193,1251,15,176,1,3,447.0,324.66,121.96,1138.3,865.96,272.34,INV2026006125,1138.3,0.0,2025-09-09
6126,20250421,319,7904,11,182,5,10,125.05,21.51,147.48,1376.47,874.82,501.65,INV2026006126,1376.47,0.0,2025-04-21
6127,20251202,272,233,25,146,2,5,1069.56,1238.58,493.11,4602.33,4294.73,307.6,INV2026006127,4602.329999999999,-9.094947017729282e-13,2025-12-02
6128,20260829,137,653,5,246,1,15,134.87,115.07,228.96,2136.94,1136.65,1000.29,INV2026006128,2136.94,0.0,2026-08-29
6129,20250912,487,11582,32,8,5,15,169.99,202.31,281.7,2629.24,2146.28,482.96,INV2026006129,2629.24,4.547473508864641e-13,2025-09-12
6130,20260829,30,9043,30,122,2,16,339.9,1039.23,527.9,4927.07,4846.41,80.66,INV2026006130,4927.07,0.0,2026-08-29
6131,20260808,407,2347,29,89,5,6,745.7,555.4,470.26,4389.06,2534.9,1854.16,INV2026006131,4389.06,0.0,2026-08-08
6132,20250214,9,6549,41,156,4,16,452.24,3.52,867.88,8100.2,5724.74,2375.46,INV2026006132,8100.2,0.0,2025-02-14
6133,20250226,33,8416,14,34,3,13,584.29,1974.63,674.54,6295.68,5624.38,671.3,INV2026006133,6295.679999999999,-9.094947017729282e-13,2025-02-26
6134,20260122,49,53,34,234,3,8,1219.94,120.08,1156.73,10796.17,7074.38,3721.79,INV2026006134,10796.17,0.0,2026-01-22
6135,20250122,52,102,10,193,2,5,1092.85,277.49,622.41,5809.17,3762.23,2046.94,INV2026006135,5809.17,0.0,2025-01-22
6136,20250812,448,10061,3,82,1,2,200.4,116.21,34.15,318.74,231.19,87.55,INV2026006136,318.74,0.0,2025-08-12
6137,20260714,466,1117,47,97,5,7,1188.77,1813.1,780.99,7289.28,4902.68,2386.6,INV2026006137,7289.279999999999,-9.094947017729282e-13,2026-07-14
6138,20260127,469,7590,28,158,5,16,1267.77,241.38,2405.15,22448.09,18119.1,4328.99,INV2026006138,22448.09,0.0,2026-01-27
6139,20251016,315,4996,6,21,4,8,1257.2,1685.58,1004.64,9376.66,8149.57,1227.09,INV2026006139,9376.66,0.0,2025-10-16
6140,20260107,58,9297,25,66,2,19,1406.6,4063.89,2719.38,25380.89,18310.94,7069.95,INV2026006140,25380.89,0.0,2026-01-07
6141,20260320,229,2390,7,17,4,1,1304.09,61.01,149.17,1392.25,866.39,525.86,INV2026006141,1392.25,0.0,2026-03-20
6142,20251105,403,9750,25,81,3,2,1458.65,617.98,275.92,2575.24,2547.51,27.73,INV2026006142,2575.24,4.547473508864641e-13,2025-11-05
6143,20250610,462,11731,6,217,5,5,1375.58,1720.5,618.89,5776.29,4416.86,1359.43,INV2026006143,5776.29,0.0,2025-06-10
6144,20260622,26,5429,45,120,3,20,1258.95,2482.79,2723.55,25419.76,22510.2,2909.56,INV2026006144,25419.76,0.0,2026-06-22
6145,20250624,151,2321,17,167,2,14,338.6,1372.14,404.19,3772.45,2904.93,867.52,INV2026006145,3772.45,4.547473508864641e-13,2025-06-24
6146,20250429,338,7585,41,83,3,17,675.1,3246.84,987.58,9217.44,9701.86,484.42,INV2026006146,9217.44,0.0,2025-04-29
6147,20250718,79,40,10,5,4,3,1041.5,577.04,305.7,2853.16,2415.71,437.45,INV2026006147,2853.16,0.0,2025-07-18
6148,20250115,121,1735,50,135,4,15,649.46,2139.43,912.3,8514.77,8142.5,372.27,INV2026006148,8514.77,0.0,2025-01-15
6149,20251014,158,8488,11,46,5,16,840.87,2014.04,1372.79,12812.67,8319.31,4493.36,INV2026006149,12812.670000000002,1.8189894035458565e-12,2025-10-14
6150,20250305,23,4904,40,111,2,2,1052.99,577.78,183.38,1711.58,1465.97,245.61,INV2026006150,1711.58,0.0,2025-03-05
6151,20260405,388,7160,12,146,4,2,956.5,543.67,164.32,1533.65,1526.9,6.75,INV2026006151,1533.65,-2.273736754432321e-13,2026-04-05
6152,20260321,485,10662,20,217,5,20,123.7,727.91,209.53,1955.62,1396.69,558.93,INV2026006152,1955.62,2.273736754432321e-13,2026-03-21
6153,20260520,63,6800,20,211,5,11,1300.07,4236.29,1207.74,11272.22,12721.04,1448.82,INV2026006153,11272.22,0.0,2026-05-20
6154,20261016,258,4337,47,78,4,12,712.31,1838.53,805.1,7514.29,5054.38,2459.91,INV2026006154,7514.29,0.0,2026-10-16
6155,20261206,418,10376,29,29,3,7,396.91,388.07,286.84,2677.14,2253.91,423.23,INV2026006155,2677.1400000000003,4.547473508864641e-13,2026-12-06
6156,20250805,326,2860,34,233,4,7,236.11,388.23,151.74,1416.28,1009.4,406.88,INV2026006156,1416.28,0.0,2025-08-05
6157,20260425,393,6187,28,246,3,9,1139.15,1643.33,1033.08,9642.1,6677.72,2964.38,INV2026006157,9642.1,0.0,2026-04-25
6158,20260527,441,5000,50,153,3,14,1039.12,1495.92,1566.21,14617.97,9402.14,5215.83,INV2026006158,14617.969999999998,-1.8189894035458565e-12,2026-05-27
6159,20250302,97,11953,2,185,1,5,971.94,1238.92,434.49,4055.27,3070.3,984.97,INV2026006159,4055.27,4.547473508864641e-13,2025-03-02
6160,20260302,168,9232,19,92,2,18,1485.3,1381.16,3042.51,28396.75,23860.72,4536.03,INV2026006160,28396.75,0.0,2026-03-02
6161,20250520,128,5008,22,186,2,7,536.68,470.24,394.38,3680.9,3130.02,550.88,INV2026006161,3680.9,-4.547473508864641e-13,2025-05-20
6162,20250516,397,8583,39,247,4,12,1160.14,2801.79,1334.39,12454.28,9134.61,3319.67,INV2026006162,12454.28,-1.8189894035458565e-12,2025-05-16
6163,20261012,77,10888,1,250,2,20,829.82,562.83,1924.03,17957.6,10480.06,7477.54,INV2026006163,17957.600000000002,3.637978807091713e-12,2026-10-12
6164,20261013,239,10467,26,19,5,3,1352.29,817.85,388.68,3627.7,2915.42,712.28,INV2026006164,3627.7,0.0,2026-10-13
6165,20250109,51,5091,6,30,1,12,1128.07,2145.57,1366.95,12758.22,10461.92,2296.3,INV2026006165,12758.22,1.8189894035458565e-12,2025-01-09
6166,20250607,109,1133,23,63,5,9,257.48,50.97,271.96,2538.31,1565.04,973.27,INV2026006166,2538.3100000000004,4.547473508864641e-13,2025-06-07
6167,20260419,449,11837,26,87,1,19,1168.16,2506.08,2362.68,22051.64,19185.98,2865.66,INV2026006167,22051.64,0.0,2026-04-19
6168,20260405,451,10447,24,6,3,15,1234.0,3362.36,1817.72,16965.36,15269.8,1695.56,INV2026006168,16965.36,0.0,2026-04-05
6169,20250521,62,6073,5,10,5,18,1247.6,418.51,2644.59,24682.88,17416.64,7266.24,INV2026006169,24682.88,0.0,2025-05-21
6170,20250929,151,3621,1,10,2,15,742.42,462.13,1280.9,11955.07,6180.07,5775.0,INV2026006170,11955.07,0.0,2025-09-29
6171,20260120,172,6505,37,75,2,15,972.0,2749.1,1419.71,13250.61,10844.07,2406.54,INV2026006171,13250.61,0.0,2026-01-20
6172,20261011,270,2837,25,222,2,6,1309.58,1909.02,713.82,6662.28,5468.91,1193.37,INV2026006172,6662.279999999999,-9.094947017729282e-13,2026-10-11
6173,20250820,356,10508,7,23,3,8,137.16,20.21,129.25,1206.32,733.97,472.35,INV2026006173,1206.32,0.0,2025-08-20
6174,20260904,258,7795,6,71,1,9,1278.78,3331.12,981.35,9159.25,8069.62,1089.63,INV2026006174,9159.25,0.0,2026-09-04
6175,20251026,69,9699,15,8,4,9,1101.19,2642.03,872.24,8140.92,6426.61,1714.31,INV2026006175,8140.92,0.0,2025-10-26
6176,20250723,260,3306,47,130,1,14,755.89,2249.87,999.91,9332.5,6318.02,3014.48,INV2026006176,9332.5,0.0,2025-07-23
6177,20260708,372,9750,21,233,3,2,546.53,93.26,119.98,1119.78,782.74,337.04,INV2026006177,1119.78,0.0,2026-07-08
6178,20250910,286,9568,19,126,3,5,1198.76,1705.8,514.56,4802.56,4312.62,489.94,INV2026006178,4802.56,-9.094947017729282e-13,2025-09-10
6179,20250615,334,5001,22,210,5,15,1370.49,3428.06,2055.51,19184.8,15548.77,3636.03,INV2026006179,19184.8,-3.637978807091713e-12,2025-06-15
6180,20250702,96,4715,22,89,3,1,1097.56,308.77,94.65,883.44,661.81,221.63,INV2026006180,883.4399999999999,-1.1368683772161605e-13,2025-07-02
6181,20250122,5,1848,20,163,5,20,611.19,401.61,1418.66,13240.85,10272.61,2968.24,INV2026006181,13240.85,0.0,2025-01-22
6182,20260430,229,8631,21,205,3,12,328.94,875.0,368.67,3440.95,3067.5,373.45,INV2026006182,3440.95,0.0,2026-04-30
6183,20251221,226,11526,40,140,4,13,1401.6,5337.62,1545.98,14429.16,12770.79,1658.37,INV2026006183,14429.16,0.0,2025-12-21
6184,20250630,435,3522,16,146,3,8,1391.06,2440.41,1042.57,9730.64,6153.36,3577.28,INV2026006184,9730.64,0.0,2025-06-30
6185,20261119,322,2095,42,89,3,7,900.37,1627.31,561.03,5236.31,3870.77,1365.54,INV2026006185,5236.31,0.0,2026-11-19
6186,20261017,190,6559,45,53,4,16,1008.93,1056.69,1810.34,16896.53,9871.35,7025.18,INV2026006186,16896.53,0.0,2026-10-17
6187,20260103,81,5103,24,136,4,2,202.06,121.21,33.95,316.86,326.66,9.8,INV2026006187,316.86,0.0,2026-01-03
6188,20250430,33,7290,23,32,4,8,1007.21,881.93,861.09,8036.84,4984.8,3052.04,INV2026006188,8036.84,0.0,2025-04-30
6189,20250526,457,4817,37,162,2,4,518.62,211.47,223.56,2086.57,1561.46,525.11,INV2026006189,2086.57,0.0,2025-05-26
6190,20251115,113,9064,32,227,5,16,123.48,552.29,170.81,1594.2,1246.34,347.86,INV2026006190,1594.2,0.0,2025-11-15
6191,20261202,453,9971,14,90,5,19,144.06,46.32,322.9,3013.72,1840.55,1173.17,INV2026006191,3013.72,0.0,2026-12-02
6192,20251013,276,2853,22,111,2,16,335.13,682.91,561.5,5240.67,3475.79,1764.88,INV2026006192,5240.67,0.0,2025-10-13
6193,20261121,399,3312,8,111,1,5,20.29,18.24,9.99,93.2,60.81,32.39,INV2026006193,93.2,-1.4210854715202004e-14,2026-11-21
6194,20260717,216,10829,35,170,4,18,454.02,1634.41,784.55,7322.5,5845.2,1477.3,INV2026006194,7322.5,0.0,2026-07-17
6195,20251205,53,5153,15,102,4,5,89.77,79.44,44.33,413.74,382.18,31.56,INV2026006195,413.74,-5.684341886080803e-14,2025-12-05
6196,20251229,19,6289,25,158,5,4,1032.42,794.94,400.17,3734.91,3712.11,22.8,INV2026006196,3734.91,4.547473508864641e-13,2025-12-29
6197,20260714,161,6485,34,85,5,9,451.14,512.05,425.79,3974.0,3400.73,573.27,INV2026006197,3974.0,0.0,2026-07-14
6198,20250831,106,1628,50,232,1,3,493.37,336.04,137.29,1281.36,1180.58,100.78,INV2026006198,1281.36,2.273736754432321e-13,2025-08-31
6199,20251122,160,467,11,100,2,4,786.49,371.08,332.99,3107.87,2493.54,614.33,INV2026006199,3107.87,0.0,2025-11-22
6200,20250111,367,4023,49,105,2,6,361.73,240.47,231.59,2161.5,1286.69,874.81,INV2026006200,2161.5,0.0,2025-01-11
6201,20251130,444,2814,10,153,1,14,1232.35,2065.05,1822.54,17010.39,10692.39,6318.0,INV2026006201,17010.39,0.0,2025-11-30
6202,20250305,429,7213,48,208,2,20,783.03,2056.78,1632.46,15236.28,12165.07,3071.21,INV2026006202,15236.28,-1.8189894035458565e-12,2025-03-05
6203,20251025,262,4738,44,83,3,10,1387.14,827.39,1565.28,14609.29,7648.58,6960.71,INV2026006203,14609.290000000005,1.8189894035458565e-12,2025-10-25
6204,20261024,150,5521,44,196,4,16,713.94,997.26,1251.09,11676.87,8874.43,2802.44,INV2026006204,11676.87,0.0,2026-10-24
6205,20251028,461,6884,48,212,3,4,762.11,88.79,355.16,3314.81,1937.5,1377.31,INV2026006205,3314.81,0.0,2025-10-28
6206,20250629,454,6012,15,220,2,14,311.34,434.81,470.87,4394.82,3517.99,876.83,INV2026006206,4394.82,0.0,2025-06-29
6207,20260420,353,8285,25,104,1,15,1499.45,1260.7,2547.73,23778.78,19505.03,4273.75,INV2026006207,23778.78,0.0,2026-04-20
6208,20251211,12,7480,47,98,4,14,86.02,139.66,127.75,1192.37,932.42,259.95,INV2026006208,1192.37,0.0,2025-12-11
6209,20260101,10,8448,24,183,2,14,141.18,28.02,233.82,2182.32,1441.9,740.42,INV2026006209,2182.32,0.0,2026-01-01
6210,20260224,191,5672,48,54,2,13,1149.6,1141.67,1656.38,15459.51,9637.9,5821.61,INV2026006210,15459.509999999998,-1.8189894035458565e-12,2026-02-24
6211,20250420,333,11619,17,17,2,9,40.72,82.74,34.05,317.79,234.91,82.88,INV2026006211,317.79,0.0,2025-04-20
6212,20260806,224,8527,19,132,2,11,882.94,2249.27,895.57,8358.64,5512.04,2846.6,INV2026006212,8358.64,0.0,2026-08-06
6213,20250106,452,1102,36,169,2,1,1354.48,198.41,138.73,1294.8,928.65,366.15,INV2026006213,1294.8,0.0,2025-01-06
6214,20250810,272,9035,8,152,2,19,954.48,789.4,2081.49,19427.21,10489.87,8937.34,INV2026006214,19427.21,0.0,2025-08-10
6215,20250408,260,9707,37,207,2,18,1264.69,722.44,2645.04,24687.02,17383.44,7303.58,INV2026006215,24687.020000000004,3.637978807091713e-12,2025-04-08
6216,20260505,449,9895,9,25,4,11,24.04,67.25,23.66,220.85,233.84,12.99,INV2026006216,220.85,0.0,2026-05-05
6217,20260422,378,5932,30,108,1,4,776.9,899.85,264.93,2472.68,2178.01,294.67,INV2026006217,2472.68,0.0,2026-04-22
6218,20260327,351,5234,48,33,2,14,214.13,537.0,295.3,2756.12,1739.57,1016.55,INV2026006218,2756.12,0.0,2026-03-27
6219,20250512,352,8493,40,58,2,17,178.88,726.18,277.77,2592.55,2559.99,32.56,INV2026006219,2592.55,0.0,2025-05-12
6220,20260323,173,1318,32,243,4,7,134.99,23.66,110.55,1031.82,722.87,308.95,INV2026006220,1031.8200000000002,2.273736754432321e-13,2026-03-23
6221,20260417,462,4746,37,63,1,8,502.71,860.47,379.35,3540.56,3328.28,212.28,INV2026006221,3540.56,0.0,2026-04-17
6222,20260516,347,6992,12,201,3,11,932.94,2932.32,879.6,8209.62,7163.89,1045.73,INV2026006222,8209.62,0.0,2026-05-16
6223,20260114,33,1521,34,225,2,11,667.19,1931.9,648.86,6056.05,5644.6,411.45,INV2026006223,6056.05,0.0,2026-01-14
6224,20251212,57,6282,14,153,1,15,270.87,116.58,473.58,4420.05,2703.56,1716.49,INV2026006224,4420.05,0.0,2025-12-12
6225,20260702,355,3184,27,45,5,3,1305.3,1159.38,330.78,3087.3,2421.31,665.99,INV2026006225,3087.2999999999997,-9.094947017729282e-13,2026-07-02
6226,20250505,120,5469,2,49,2,10,615.33,1317.31,580.32,5416.31,4054.46,1361.85,INV2026006226,5416.31,-9.094947017729282e-13,2025-05-05
6227,20260830,213,10399,33,113,3,15,466.25,1562.9,651.7,6082.55,4893.97,1188.58,INV2026006227,6082.55,0.0,2026-08-30
6228,20251119,156,11614,17,138,2,4,782.62,834.76,275.49,2571.21,2810.89,239.68,INV2026006228,2571.21,0.0,2025-11-19
6229,20250811,315,9138,43,46,1,5,1343.55,1824.87,587.15,5480.03,4894.12,585.91,INV2026006229,5480.03,0.0,2025-08-11
6230,20260517,491,7719,18,211,1,12,105.96,293.54,117.36,1095.34,850.84,244.5,INV2026006230,1095.34,0.0,2026-05-17
6231,20250801,159,10901,25,96,1,18,1062.84,2386.35,2009.37,18754.14,15164.44,3589.7,INV2026006231,18754.14,0.0,2025-08-01
6232,20260927,289,7026,45,191,2,18,745.77,1073.19,1482.08,13832.75,9635.13,4197.62,INV2026006232,13832.75,0.0,2026-09-27
6233,20260519,41,3744,20,23,2,11,1121.51,2373.1,1195.62,11159.13,9024.5,2134.63,INV2026006233,11159.13,1.8189894035458565e-12,2026-05-19
6234,20261214,473,10488,16,68,1,1,647.42,150.82,59.59,556.19,543.48,12.71,INV2026006234,556.1899999999999,-1.1368683772161605e-13,2026-12-14
6235,20250519,313,11966,47,250,5,15,643.94,1108.22,1026.11,9576.99,6738.5,2838.49,INV2026006235,9576.990000000002,1.8189894035458565e-12,2025-05-19
6236,20250610,487,11683,50,11,4,16,955.02,3974.46,1356.7,12662.56,13174.51,511.95,INV2026006236,12662.56,1.8189894035458565e-12,2025-06-10
6237,20250827,110,6159,29,219,4,15,398.77,1519.73,535.42,4997.24,3359.93,1637.31,INV2026006237,4997.24,0.0,2025-08-27
6238,20261202,287,4128,13,150,4,4,1129.03,1032.27,418.06,3901.91,3305.44,596.47,INV2026006238,3901.91,0.0,2026-12-02
6239,20261223,29,201,14,172,3,2,940.96,138.61,209.2,1952.51,1520.54,431.97,INV2026006239,1952.51,0.0,2026-12-23
6240,20260608,94,7821,48,176,1,16,313.18,1097.22,469.64,4383.3,2993.12,1390.18,INV2026006240,4383.3,0.0,2026-06-08
6241,20250224,109,1307,43,3,4,13,603.96,2122.58,687.47,6416.37,6248.31,168.06,INV2026006241,6416.370000000001,9.094947017729282e-13,2025-02-24
6242,20250409,432,8218,18,122,5,17,757.6,3500.42,1125.45,10504.23,9888.23,616.0,INV2026006242,10504.23,1.8189894035458565e-12,2025-04-09
6243,20260623,282,8389,20,90,5,16,936.44,3952.74,1323.64,12353.94,10680.44,1673.5,INV2026006243,12353.94,0.0,2026-06-23
6244,20260818,245,1398,7,75,5,3,697.99,604.28,178.76,1668.45,1769.23,100.78,INV2026006244,1668.4500000000005,2.273736754432321e-13,2026-08-18
6245,20260303,35,10606,40,14,4,19,1068.54,5725.58,1749.2,16325.88,16850.3,524.42,INV2026006245,16325.88,0.0,2026-03-03
6246,20261016,368,9357,23,25,1,18,1293.25,6723.37,1986.62,18541.75,18691.38,149.63,INV2026006246,18541.75,0.0,2026-10-16
6247,20250729,486,2178,49,127,5,13,600.87,2007.45,696.46,6500.32,5778.02,722.3,INV2026006247,6500.320000000001,9.094947017729282e-13,2025-07-29
6248,20261108,311,9361,34,78,2,1,50.9,2.86,5.76,53.8,34.86,18.94,INV2026006248,53.8,0.0,2026-11-08
6249,20251205,31,10510,15,13,3,5,407.06,59.01,237.15,2213.44,1657.18,556.26,INV2026006249,2213.44,0.0,2025-12-05
6250,20250210,376,7258,27,96,1,8,339.68,144.93,308.7,2881.21,2029.92,851.29,INV2026006250,2881.21,0.0,2025-02-10
6251,20260907,192,7806,28,14,2,19,638.02,2506.96,1153.85,10769.27,10883.94,114.67,INV2026006251,10769.27,-1.8189894035458565e-12,2026-09-07
6252,20260707,139,10365,44,146,2,19,727.22,1247.79,1508.33,14077.72,9134.11,4943.61,INV2026006252,14077.72,0.0,2026-07-07
6253,20260619,490,6950,35,114,4,3,232.35,157.06,64.8,604.79,492.83,111.96,INV2026006253,604.79,0.0,2026-06-19
6254,20260518,193,2496,8,244,2,11,464.03,491.34,553.56,5166.55,4148.37,1018.18,INV2026006254,5166.549999999999,-9.094947017729282e-13,2026-05-18
6255,20251015,370,3714,8,89,2,17,947.86,3306.3,1536.88,14344.2,10577.94,3766.26,INV2026006255,14344.2,0.0,2025-10-15
6256,20261019,296,9602,46,222,3,8,1470.19,234.24,1383.27,12910.55,10050.81,2859.74,INV2026006256,12910.55,1.8189894035458565e-12,2026-10-19
6257,20250221,17,8517,50,85,5,2,481.48,280.91,81.85,763.9,539.58,224.32,INV2026006257,763.9,0.0,2025-02-21
6258,20250629,144,1704,44,116,1,7,618.59,326.75,480.41,4483.79,3722.0,761.79,INV2026006258,4483.79,0.0,2025-06-29
6259,20260518,371,4068,14,20,2,10,1229.53,549.98,1409.44,13154.76,7031.83,6122.93,INV2026006259,13154.76,0.0,2026-05-18
6260,20261004,226,2031,33,147,4,13,260.42,76.03,397.13,3706.56,2431.15,1275.41,INV2026006260,3706.56,0.0,2026-10-04
6261,20260426,311,10803,47,187,3,5,1443.49,1389.63,699.34,6527.16,4418.37,2108.79,INV2026006261,6527.16,0.0,2026-04-26
6262,20250205,418,1698,32,35,4,9,822.13,296.07,852.37,7955.47,5904.45,2051.02,INV2026006262,7955.47,0.0,2025-02-05
6263,20250330,463,7867,50,87,1,16,1032.11,2089.8,1730.88,16154.84,9545.98,6608.86,INV2026006263,16154.84,0.0,2025-03-30
6264,20250528,141,11263,4,170,3,19,596.44,272.98,1327.13,12386.51,9803.82,2582.69,INV2026006264,12386.510000000002,1.8189894035458565e-12,2025-05-28
6265,20261217,330,10374,21,24,5,13,600.41,1127.3,801.36,7479.39,5047.89,2431.5,INV2026006265,7479.389999999999,-9.094947017729282e-13,2026-12-17
6266,20260511,27,6949,21,238,5,14,1172.72,2146.87,1712.55,15983.76,13833.26,2150.5,INV2026006266,15983.760000000002,1.8189894035458565e-12,2026-05-11
6267,20250808,227,8381,24,179,4,15,162.86,648.05,215.38,2010.23,1739.56,270.67,INV2026006267,2010.23,0.0,2025-08-08
6268,20250702,34,9425,38,147,2,20,1185.84,3505.25,2425.39,22636.94,19031.77,3605.17,INV2026006268,22636.94,0.0,2025-07-02
6269,20260505,1,10910,49,126,1,1,207.9,40.33,20.11,187.68,156.36,31.32,INV2026006269,187.68,0.0,2026-05-05
6270,20260311,397,2635,48,71,3,11,290.9,485.53,325.72,3040.09,2709.35,330.74,INV2026006270,3040.09,0.0,2026-03-11
6271,20250720,1,11459,1,57,5,18,755.53,2599.39,1320.02,12320.17,7670.08,4650.09,INV2026006271,12320.17,0.0,2025-07-20
6272,20251021,217,5579,37,79,5,3,994.86,765.86,266.25,2484.97,2074.62,410.35,INV2026006272,2484.97,0.0,2025-10-21
6273,20261024,376,4982,39,167,5,16,1051.49,3039.49,1654.12,15438.47,10391.98,5046.49,INV2026006273,15438.47,1.8189894035458565e-12,2026-10-24
6274,20250702,4,3433,47,149,2,6,579.57,896.11,309.76,2891.07,2402.66,488.41,INV2026006274,2891.07,-4.547473508864641e-13,2025-07-02
6275,20260428,14,10620,44,53,4,12,570.79,2030.79,578.24,5396.93,5667.17,270.24,INV2026006275,5396.929999999999,-9.094947017729282e-13,2026-04-28
6276,20260629,189,4702,21,124,4,11,337.26,645.5,367.72,3432.08,2378.88,1053.2,INV2026006276,3432.08,0.0,2026-06-29
6277,20260305,148,3361,2,234,5,4,349.3,62.91,160.11,1494.4,937.67,556.73,INV2026006277,1494.4,0.0,2026-03-05
6278,20260417,190,313,17,20,2,6,643.91,354.56,421.07,3929.97,2447.45,1482.52,INV2026006278,3929.97,4.547473508864641e-13,2026-04-17
6279,20260118,375,50,37,72,3,12,1452.2,3381.77,1685.36,15729.99,12289.71,3440.28,INV2026006279,15729.990000000002,1.8189894035458565e-12,2026-01-18
6280,20250411,147,9341,10,169,4,14,282.43,958.4,359.47,3355.09,2525.17,829.92,INV2026006280,3355.09,0.0,2025-04-11
6281,20260325,220,40,13,143,2,17,107.89,529.22,156.59,1461.5,1047.84,413.66,INV2026006281,1461.5,0.0,2026-03-25
6282,20250528,131,5180,34,198,5,14,423.8,1119.53,577.64,5391.31,4623.95,767.36,INV2026006282,5391.31,0.0,2025-05-28
6283,20250903,307,9880,25,157,4,20,382.03,2001.93,676.64,6315.31,6292.04,23.27,INV2026006283,6315.31,-9.094947017729282e-13,2025-09-03
6284,20261018,115,10041,50,52,2,17,309.62,309.37,594.5,5548.67,3716.78,1831.89,INV2026006284,5548.67,0.0,2026-10-18
