Inventory_ID,Date_Key,Product_ID,Store_ID,Opening_Stock,Received,Sold,Closing_Stock,Reorder_Level,Expiry_Date,Batch_No
INVT000668,20240607,PRD294,ST038,132,34,80,86,50,2025-07-17,BAT000668
INVT000669,20240824,PRD029,ST011,182,46,66,162,40,2027-04-29,BAT000669
INVT000670,20230318,PRD146,ST006,160,114,77,197,40,2025-07-23,BAT000670
INVT000671,20241129,PRD113,ST027,357,36,101,292,50,2026-06-03,BAT000671
INVT000672,20280923,PRD136,ST011,420,87,118,389,40,2031-05-26,BAT000672
INVT000673,20231009,PRD118,ST025,247,33,13,267,20,2025-05-03,BAT000673
INVT000674,20281111,PRD259,ST044,264,38,77,225,20,2030-05-11,BAT000674
INVT000675,20280503,PRD020,ST035,307,30,11,326,40,2031-03-09,BAT000675
INVT000676,20240617,PRD277,ST001,446,110,66,490,40,2026-07-01,BAT000676
INVT000677,20230627,PRD272,ST028,167,123,101,189,40,2025-06-19,BAT000677
INVT000678,20240205,PRD218,ST009,180,122,98,204,25,2025-04-30,BAT000678
INVT000679,20260306,PRD279,ST027,181,48,0,229,20,2028-10-17,BAT000679
INVT000680,20281110,PRD061,ST034,53,96,83,66,25,2031-10-15,BAT000680
INVT000681,20260717,PRD210,ST024,104,39,54,89,50,2028-04-01,BAT000681
INVT000682,20251206,PRD275,ST028,339,93,78,354,30,2028-11-01,BAT000682
INVT000683,20270616,PRD105,ST027,332,142,61,413,25,2029-06-29,BAT000683
INVT000684,20280604,PRD130,ST020,345,88,99,334,40,2029-10-23,BAT000684
INVT000685,20240502,PRD118,ST029,450,41,12,479,25,2026-10-04,BAT000685
INVT000686,20270629,PRD174,ST036,364,13,20,357,40,2030-04-10,BAT000686
INVT000687,20230122,PRD047,ST010,291,111,11,391,20,2024-10-17,BAT000687
INVT000688,20250627,PRD190,ST006,361,9,92,278,40,2027-08-11,BAT000688
INVT000689,20281104,PRD147,ST046,355,14,99,270,25,2031-08-21,BAT000689
INVT000690,20280717,PRD225,ST001,153,132,36,249,25,2029-08-20,BAT000690
INVT000691,20280922,PRD265,ST045,168,43,86,125,20,2030-09-25,BAT000691
INVT000692,20250906,PRD001,ST011,94,70,99,65,40,2027-09-02,BAT000692
INVT000693,20270607,PRD208,ST038,152,132,1,283,20,2028-09-06,BAT000693
INVT000694,20260311,PRD287,ST038,228,88,104,212,30,2027-10-28,BAT000694
INVT000695,20250307,PRD233,ST026,344,1,33,312,25,2027-04-27,BAT000695
INVT000696,20280904,PRD055,ST036,87,128,37,178,30,2030-01-01,BAT000696
INVT000697,20281003,PRD132,ST035,466,147,32,581,40,2030-10-24,BAT000697
INVT000698,20280603,PRD125,ST049,223,117,87,253,40,2031-01-24,BAT000698
INVT000699,20230423,PRD247,ST008,182,17,48,151,25,2026-03-16,BAT000699
INVT000700,20250730,PRD162,ST027,230,132,68,294,20,2028-07-16,BAT000700
INVT000701,20251214,PRD128,ST019,97,102,86,113,30,2027-03-01,BAT000701
INVT000702,20250101,PRD244,ST021,231,55,114,172,50,2026-10-03,BAT000702
INVT000703,20250118,PRD098,ST032,427,51,30,448,25,2026-10-16,BAT000703
INVT000704,20250426,PRD118,ST013,477,63,107,433,50,2027-04-25,BAT000704
INVT000705,20240930,PRD055,ST008,90,126,78,138,20,2027-04-07,BAT000705
INVT000706,20230623,PRD247,ST024,367,80,63,384,50,2025-03-30,BAT000706
INVT000707,20280703,PRD094,ST049,311,71,50,332,25,2031-02-13,BAT000707
INVT000708,20240609,PRD028,ST034,459,108,61,506,50,2025-07-12,BAT000708
INVT000709,20280820,PRD178,ST026,490,44,58,476,20,2031-08-05,BAT000709
INVT000710,20281023,PRD236,ST021,402,2,1,403,25,2030-11-15,BAT000710
INVT000711,20240217,PRD167,ST024,363,66,23,406,50,2025-11-12,BAT000711
INVT000712,20250829,PRD138,ST031,363,87,46,404,25,2028-01-21,BAT000712
INVT000713,20271003,PRD108,ST027,408,95,46,457,40,2029-07-15,BAT000713
INVT000714,20280121,PRD093,ST037,117,147,87,177,25,2029-05-02,BAT000714
INVT000715,20260110,PRD121,ST036,271,97,25,343,25,2027-06-12,BAT000715
INVT000716,20280421,PRD005,ST012,265,127,17,375,50,2030-10-19,BAT000716
INVT000717,20260717,PRD250,ST020,178,143,109,212,50,2027-09-03,BAT000717
INVT000718,20270620,PRD051,ST045,133,15,27,121,30,2029-10-19,BAT000718
INVT000719,20240130,PRD231,ST048,221,66,46,241,30,2026-08-25,BAT000719
INVT000720,20251121,PRD177,ST002,260,31,44,247,50,2027-06-12,BAT000720
INVT000721,20241215,PRD146,ST023,216,130,62,284,40,2026-03-05,BAT000721
INVT000722,20270410,PRD147,ST030,373,37,111,299,25,2030-01-24,BAT000722
INVT000723,20261013,PRD216,ST041,363,146,51,458,20,2028-01-02,BAT000723
INVT000724,20241025,PRD176,ST015,210,81,83,208,30,2027-10-22,BAT000724
INVT000725,20251231,PRD203,ST018,277,92,95,274,50,2028-06-16,BAT000725
INVT000726,20280119,PRD212,ST011,144,5,16,133,25,2030-11-26,BAT000726
INVT000727,20251027,PRD041,ST014,135,101,13,223,20,2026-12-31,BAT000727
INVT000728,20280422,PRD281,ST004,63,101,67,97,20,2029-08-06,BAT000728
INVT000729,20251211,PRD080,ST006,385,99,39,445,25,2027-08-21,BAT000729
INVT000730,20260309,PRD227,ST041,114,33,67,80,25,2027-04-07,BAT000730
INVT000731,20230524,PRD183,ST021,492,121,59,554,50,2025-02-25,BAT000731
INVT000732,20271228,PRD070,ST045,326,45,75,296,50,2030-04-08,BAT000732
INVT000733,20271117,PRD269,ST041,377,136,39,474,30,2030-03-24,BAT000733
INVT000734,20250719,PRD046,ST029,207,93,52,248,30,2026-12-25,BAT000734
INVT000735,20260528,PRD006,ST001,317,34,44,307,30,2028-09-19,BAT000735
INVT000736,20281231,PRD005,ST045,301,122,38,385,20,2031-03-16,BAT000736
INVT000737,20260414,PRD119,ST001,330,95,24,401,40,2028-11-08,BAT000737
INVT000738,20271126,PRD203,ST016,133,99,106,126,40,2029-07-08,BAT000738
INVT000739,20251213,PRD041,ST028,370,61,66,365,50,2028-11-22,BAT000739
INVT000740,20260118,PRD146,ST042,430,136,103,463,30,2028-03-15,BAT000740
INVT000741,20250209,PRD036,ST012,119,74,14,179,40,2027-11-03,BAT000741
INVT000742,20280129,PRD140,ST045,368,125,24,469,30,2029-02-16,BAT000742
INVT000743,20240915,PRD026,ST035,61,47,13,95,30,2026-06-17,BAT000743
INVT000744,20240527,PRD225,ST047,54,59,11,102,25,2025-06-11,BAT000744
INVT000745,20280714,PRD112,ST022,265,79,100,244,40,2030-07-29,BAT000745
INVT000746,20280314,PRD017,ST022,91,37,7,121,30,2030-04-19,BAT000746
INVT000747,20231020,PRD279,ST031,142,49,114,77,30,2025-11-13,BAT000747
INVT000748,20230221,PRD063,ST050,415,63,49,429,40,2024-10-31,BAT000748
INVT000749,20230518,PRD102,ST030,426,24,66,384,25,2025-09-13,BAT000749
INVT000750,20270513,PRD160,ST021,131,10,95,46,50,2029-10-27,BAT000750
INVT000751,20240515,PRD130,ST031,376,76,25,427,30,2025-07-07,BAT000751
INVT000752,20250611,PRD058,ST016,374,111,41,444,20,2026-11-29,BAT000752
INVT000753,20260204,PRD300,ST008,252,62,1,313,20,2028-09-21,BAT000753
INVT000754,20280430,PRD080,ST024,444,22,31,435,25,2030-09-23,BAT000754
INVT000755,20240110,PRD174,ST049,370,15,7,378,30,2026-10-31,BAT000755
INVT000756,20240922,PRD275,ST007,114,124,29,209,30,2027-04-16,BAT000756
INVT000757,20261123,PRD225,ST047,148,5,88,65,40,2028-11-23,BAT000757
INVT000758,20240705,PRD129,ST003,298,112,71,339,30,2027-01-11,BAT000758
INVT000759,20280630,PRD098,ST037,145,139,44,240,30,2030-10-22,BAT000759
INVT000760,20260201,PRD284,ST011,85,135,19,201,40,2027-11-30,BAT000760
INVT000761,20251214,PRD278,ST024,282,0,99,183,50,2028-01-06,BAT000761
INVT000762,20250129,PRD010,ST040,488,93,99,482,50,2026-09-30,BAT000762
INVT000763,20260806,PRD033,ST043,325,99,24,400,50,2029-07-05,BAT000763
INVT000764,20280730,PRD283,ST010,363,72,41,394,40,2031-05-17,BAT000764
INVT000765,20260812,PRD057,ST007,317,17,5,329,25,2028-02-10,BAT000765
INVT000766,20230509,PRD104,ST007,298,49,12,335,20,2025-12-13,BAT000766
INVT000767,20270511,PRD251,ST034,369,65,6,428,30,2028-12-22,BAT000767
INVT000768,20231018,PRD007,ST014,385,125,118,392,20,2026-02-08,BAT000768
INVT000769,20230906,PRD185,ST036,430,106,105,431,30,2026-08-31,BAT000769
INVT000770,20230827,PRD137,ST034,70,18,38,50,20,2025-04-04,BAT000770
INVT000771,20281028,PRD050,ST007,421,59,68,412,40,2030-05-10,BAT000771
INVT000772,20250302,PRD270,ST043,177,145,80,242,25,2027-09-24,BAT000772
INVT000773,20270828,PRD055,ST050,376,147,45,478,40,2030-08-16,BAT000773
INVT000774,20271016,PRD054,ST011,455,46,70,431,40,2030-03-15,BAT000774
INVT000775,20261014,PRD081,ST035,357,113,119,351,30,2028-08-31,BAT000775
INVT000776,20260822,PRD191,ST027,441,110,105,446,30,2029-05-06,BAT000776
INVT000777,20250912,PRD289,ST035,159,96,98,157,50,2027-05-30,BAT000777
INVT000778,20270114,PRD232,ST029,253,0,92,161,20,2028-10-31,BAT000778
INVT000779,20230308,PRD266,ST009,204,1,38,167,25,2024-10-12,BAT000779
INVT000780,20260713,PRD012,ST050,470,70,117,423,50,2028-12-17,BAT000780
INVT000781,20240925,PRD049,ST003,285,91,19,357,25,2026-06-23,BAT000781
INVT000782,20270212,PRD299,ST016,169,65,103,131,30,2028-05-16,BAT000782
INVT000783,20270626,PRD292,ST014,425,19,92,352,30,2029-11-01,BAT000783
INVT000784,20241209,PRD250,ST045,409,147,104,452,20,2027-08-10,BAT000784
INVT000785,20260515,PRD020,ST047,463,147,48,562,20,2027-07-11,BAT000785
INVT000786,20261001,PRD179,ST028,263,30,111,182,25,2029-07-30,BAT000786
INVT000787,20230216,PRD196,ST004,206,134,5,335,30,2025-08-21,BAT000787
INVT000788,20240904,PRD168,ST033,407,56,19,444,20,2027-07-25,BAT000788
INVT000789,20270529,PRD229,ST049,354,147,64,437,20,2029-01-10,BAT000789
INVT000790,20271105,PRD149,ST026,125,33,43,115,20,2030-03-06,BAT000790
INVT000791,20230721,PRD281,ST026,184,21,51,154,50,2025-10-07,BAT000791
INVT000792,20240618,PRD070,ST031,336,50,62,324,40,2027-04-16,BAT000792
INVT000793,20250314,PRD288,ST040,426,134,31,529,25,2026-05-26,BAT000793
INVT000794,20251226,PRD221,ST021,400,147,11,536,20,2028-11-12,BAT000794
INVT000795,20270822,PRD217,ST024,228,48,41,235,30,2030-04-21,BAT000795
INVT000796,20230410,PRD157,ST011,229,113,79,263,25,2025-07-04,BAT000796
INVT000797,20230703,PRD120,ST013,400,95,19,476,20,2024-10-25,BAT000797
INVT000798,20230812,PRD125,ST040,125,73,1,197,30,2026-07-22,BAT000798
INVT000799,20240331,PRD157,ST029,291,5,42,254,25,2026-10-02,BAT000799
INVT000800,20250517,PRD105,ST035,317,66,70,313,40,2028-02-13,BAT000800
INVT000801,20240801,PRD010,ST025,348,134,5,477,30,2026-01-22,BAT000801
INVT000802,20230904,PRD146,ST013,454,69,6,517,40,2026-07-05,BAT000802
INVT000803,20230204,PRD035,ST025,388,69,84,373,30,2024-05-24,BAT000803
INVT000804,20230320,PRD150,ST042,247,59,48,258,50,2026-03-15,BAT000804
INVT000805,20240212,PRD162,ST032,493,136,11,618,25,2025-09-02,BAT000805
INVT000806,20280812,PRD235,ST036,414,5,5,414,25,2031-02-05,BAT000806
INVT000807,20260602,PRD171,ST032,251,40,2,289,30,2029-05-02,BAT000807
INVT000808,20261212,PRD182,ST041,204,60,64,200,30,2028-02-13,BAT000808
INVT000809,20251121,PRD199,ST002,334,71,28,377,25,2027-11-05,BAT000809
INVT000810,20270529,PRD071,ST006,423,97,66,454,50,2030-02-27,BAT000810
INVT000811,20250720,PRD214,ST016,343,39,54,328,30,2028-03-30,BAT000811
INVT000812,20260910,PRD230,ST035,117,52,83,86,25,2029-04-26,BAT000812
INVT000813,20250408,PRD071,ST020,402,134,116,420,25,2027-06-22,BAT000813
INVT000814,20240817,PRD290,ST011,212,17,71,158,50,2025-12-16,BAT000814
INVT000815,20250124,PRD163,ST010,422,7,97,332,30,2027-03-23,BAT000815
INVT000816,20270812,PRD156,ST029,431,70,19,482,25,2028-11-28,BAT000816
INVT000817,20240622,PRD095,ST002,440,68,77,431,50,2027-03-11,BAT000817
INVT000818,20250803,PRD119,ST015,401,6,45,362,20,2028-07-07,BAT000818
INVT000819,20280506,PRD069,ST033,483,120,91,512,30,2029-11-10,BAT000819
INVT000820,20270507,PRD252,ST031,120,41,24,137,25,2028-06-08,BAT000820
INVT000821,20270801,PRD008,ST018,261,56,95,222,25,2029-02-25,BAT000821
INVT000822,20230928,PRD091,ST029,493,125,88,530,30,2026-01-08,BAT000822
INVT000823,20251007,PRD219,ST026,447,10,77,380,40,2027-08-23,BAT000823
INVT000824,20270603,PRD293,ST039,324,134,82,376,20,2029-11-17,BAT000824
INVT000825,20240323,PRD232,ST030,473,10,112,371,25,2026-09-05,BAT000825
INVT000826,20270609,PRD021,ST036,248,132,97,283,20,2028-12-19,BAT000826
INVT000827,20260407,PRD226,ST026,205,73,59,219,25,2028-06-12,BAT000827
INVT000828,20260420,PRD028,ST045,314,36,59,291,40,2027-07-21,BAT000828
INVT000829,20280812,PRD058,ST012,448,149,120,477,50,2029-12-28,BAT000829
INVT000830,20270530,PRD212,ST021,280,6,22,264,40,2030-01-23,BAT000830
INVT000831,20250407,PRD233,ST006,178,82,88,172,25,2026-08-11,BAT000831
INVT000832,20240109,PRD059,ST046,280,92,10,362,50,2027-01-02,BAT000832
INVT000833,20270423,PRD262,ST040,131,96,70,157,40,2028-06-05,BAT000833
INVT000834,20241130,PRD172,ST037,496,38,20,514,25,2026-06-01,BAT000834
INVT000835,20230730,PRD215,ST020,208,114,36,286,25,2024-11-26,BAT000835
INVT000836,20240622,PRD104,ST001,368,64,1,431,40,2026-11-13,BAT000836
INVT000837,20280804,PRD279,ST001,361,126,30,457,25,2031-03-29,BAT000837
INVT000838,20280502,PRD233,ST027,276,20,76,220,50,2029-05-08,BAT000838
INVT000839,20250929,PRD281,ST018,367,142,104,405,25,2026-11-18,BAT000839
INVT000840,20250127,PRD076,ST004,384,89,4,469,25,2026-03-01,BAT000840
INVT000841,20260507,PRD170,ST006,75,27,53,49,25,2027-10-19,BAT000841
INVT000842,20260310,PRD294,ST036,140,116,95,161,50,2028-03-12,BAT000842
INVT000843,20230527,PRD048,ST050,203,82,47,238,40,2024-08-03,BAT000843
INVT000844,20271017,PRD282,ST005,199,120,17,302,20,2030-09-27,BAT000844
INVT000845,20260129,PRD169,ST034,261,134,26,369,25,2028-10-16,BAT000845
INVT000846,20230827,PRD056,ST037,423,135,11,547,40,2026-08-01,BAT000846
INVT000847,20260322,PRD219,ST039,484,81,33,532,50,2028-10-30,BAT000847
INVT000848,20261220,PRD067,ST040,338,127,66,399,40,2029-05-07,BAT000848
INVT000849,20250106,PRD120,ST046,198,49,0,247,20,2026-01-30,BAT000849
INVT000850,20280319,PRD061,ST048,484,53,102,435,50,2030-05-17,BAT000850
INVT000851,20270823,PRD024,ST022,229,143,103,269,25,2028-09-02,BAT000851
INVT000852,20250404,PRD145,ST017,454,17,39,432,30,2027-09-04,BAT000852
INVT000853,20260819,PRD004,ST008,401,85,43,443,40,2029-03-23,BAT000853
INVT000854,20230430,PRD090,ST013,219,86,118,187,40,2025-08-27,BAT000854
INVT000855,20230526,PRD070,ST031,129,117,114,132,50,2025-05-03,BAT000855
INVT000856,20280309,PRD212,ST048,78,133,38,173,50,2031-02-01,BAT000856
INVT000857,20260716,PRD285,ST035,59,53,73,39,30,2028-07-12,BAT000857
INVT000858,20230929,PRD077,ST018,480,7,43,444,40,2026-07-01,BAT000858
INVT000859,20281228,PRD085,ST037,360,99,23,436,50,2030-04-26,BAT000859
INVT000860,20260616,PRD162,ST046,66,69,52,83,20,2028-11-05,BAT000860
INVT000861,20250831,PRD191,ST029,474,77,27,524,50,2027-07-06,BAT000861
INVT000862,20241217,PRD058,ST024,451,9,99,361,25,2026-03-21,BAT000862
INVT000863,20271223,PRD260,ST002,459,123,115,467,50,2029-05-28,BAT000863
INVT000864,20250218,PRD175,ST031,425,134,39,520,30,2026-07-14,BAT000864
INVT000865,20240207,PRD265,ST044,117,52,92,77,20,2026-05-22,BAT000865
INVT000866,20270507,PRD268,ST008,52,79,119,12,20,2030-04-09,BAT000866
INVT000867,20231223,PRD171,ST030,73,26,66,33,30,2025-01-14,BAT000867
INVT000868,20260702,PRD108,ST021,152,49,36,165,30,2028-12-28,BAT000868
INVT000869,20260731,PRD226,ST043,110,69,19,160,25,2028-05-06,BAT000869
INVT000870,20240413,PRD008,ST040,336,131,13,454,25,2026-10-20,BAT000870
INVT000871,20261205,PRD282,ST021,188,36,120,104,30,2029-07-14,BAT000871
INVT000872,20250929,PRD088,ST005,209,86,69,226,40,2026-11-19,BAT000872
INVT000873,20240616,PRD015,ST031,395,12,13,394,40,2025-08-10,BAT000873
INVT000874,20231219,PRD219,ST026,141,114,78,177,30,2025-11-02,BAT000874
INVT000875,20260923,PRD102,ST046,438,136,10,564,40,2029-04-26,BAT000875
INVT000876,20240623,PRD048,ST045,289,24,58,255,30,2027-05-24,BAT000876
INVT000877,20280321,PRD241,ST015,164,36,110,90,50,2029-12-10,BAT000877
INVT000878,20270128,PRD201,ST012,408,84,100,392,30,2029-05-06,BAT000878
INVT000879,20280619,PRD016,ST005,293,28,44,277,40,2030-10-04,BAT000879
INVT000880,20241130,PRD145,ST050,228,147,16,359,50,2026-03-15,BAT000880
INVT000881,20270720,PRD055,ST021,334,18,101,251,30,2030-01-15,BAT000881
INVT000882,20280303,PRD206,ST038,261,61,79,243,25,2030-09-15,BAT000882
INVT000883,20241013,PRD247,ST025,83,87,26,144,50,2026-12-28,BAT000883
INVT000884,20271119,PRD291,ST022,328,60,22,366,20,2030-11-16,BAT000884
INVT000885,20280616,PRD059,ST038,355,118,41,432,50,2029-09-23,BAT000885
INVT000886,20271229,PRD091,ST020,257,17,76,198,20,2030-11-29,BAT000886
INVT000887,20270402,PRD168,ST032,380,15,11,384,25,2028-08-21,BAT000887
INVT000888,20230101,PRD076,ST043,126,115,68,173,30,2025-02-03,BAT000888
INVT000889,20280106,PRD101,ST014,398,81,38,441,50,2030-12-01,BAT000889
INVT000890,20260601,PRD223,ST046,226,22,74,174,20,2029-02-16,BAT000890
INVT000891,20280921,PRD207,ST009,486,75,7,554,30,2031-04-06,BAT000891
INVT000892,20230806,PRD001,ST046,336,91,14,413,30,2024-09-05,BAT000892
INVT000893,20250821,PRD222,ST045,352,100,80,372,30,2028-08-18,BAT000893
INVT000894,20270417,PRD208,ST025,272,139,27,384,25,2029-08-15,BAT000894
INVT000895,20240723,PRD097,ST036,246,92,107,231,40,2025-12-27,BAT000895
INVT000896,20260327,PRD065,ST009,55,18,2,71,25,2028-08-06,BAT000896
INVT000897,20271124,PRD070,ST006,120,106,110,116,40,2030-11-05,BAT000897
INVT000898,20271010,PRD093,ST030,310,108,70,348,40,2029-11-06,BAT000898
INVT000899,20261226,PRD116,ST012,267,1,73,195,40,2028-08-24,BAT000899
INVT000900,20280817,PRD138,ST027,329,147,46,430,20,2029-09-24,BAT000900
INVT000901,20280602,PRD189,ST008,347,123,88,382,20,2029-10-25,BAT000901
INVT000902,20281126,PRD144,ST030,314,20,66,268,50,2030-02-24,BAT000902
INVT000903,20251001,PRD242,ST041,429,19,87,361,50,2028-05-16,BAT000903
INVT000904,20260703,PRD028,ST022,323,2,60,265,40,2028-12-08,BAT000904
INVT000905,20280405,PRD294,ST047,219,107,45,281,30,2030-01-26,BAT000905
INVT000906,20241117,PRD019,ST045,355,77,93,339,50,2026-08-10,BAT000906
INVT000907,20230909,PRD243,ST038,136,146,6,276,30,2026-06-09,BAT000907
INVT000908,20230422,PRD147,ST032,92,32,64,60,20,2025-01-30,BAT000908
INVT000909,20251029,PRD068,ST040,193,70,109,154,30,2026-11-12,BAT000909
INVT000910,20240401,PRD090,ST038,428,38,84,382,40,2026-04-14,BAT000910
INVT000911,20241219,PRD134,ST045,170,124,23,271,50,2026-01-21,BAT000911
INVT000912,20261105,PRD044,ST010,354,39,107,286,40,2028-12-31,BAT000912
INVT000913,20270419,PRD122,ST043,275,42,26,291,50,2029-04-06,BAT000913
INVT000914,20230811,PRD136,ST049,469,29,6,492,25,2025-11-28,BAT000914
INVT000915,20270622,PRD244,ST020,293,136,29,400,40,2030-05-21,BAT000915
INVT000916,20270517,PRD243,ST017,124,135,111,148,40,2028-05-28,BAT000916
INVT000917,20260328,PRD230,ST025,397,80,67,410,20,2027-07-05,BAT000917
INVT000918,20281216,PRD182,ST028,362,69,42,389,30,2030-09-15,BAT000918
INVT000919,20240207,PRD131,ST042,349,100,59,390,25,2026-12-26,BAT000919
INVT000920,20250309,PRD267,ST022,396,46,40,402,50,2026-03-19,BAT000920
INVT000921,20230204,PRD035,ST001,260,25,67,218,20,2026-01-05,BAT000921
INVT000922,20280101,PRD180,ST015,421,72,32,461,25,2029-02-03,BAT000922
INVT000923,20230408,PRD048,ST004,354,55,76,333,20,2026-04-02,BAT000923
INVT000924,20240506,PRD045,ST039,116,96,84,128,50,2025-11-11,BAT000924
INVT000925,20240330,PRD095,ST017,200,119,84,235,20,2027-01-13,BAT000925
INVT000926,20280201,PRD142,ST050,268,82,32,318,25,2029-04-16,BAT000926
INVT000927,20260209,PRD032,ST025,248,85,7,326,30,2027-11-07,BAT000927
INVT000928,20241229,PRD226,ST005,301,51,78,274,40,2026-06-29,BAT000928
INVT000929,20280708,PRD056,ST010,326,110,27,409,50,2031-04-27,BAT000929
INVT000930,20240311,PRD227,ST046,182,26,4,204,20,2025-05-22,BAT000930
INVT000931,20251023,PRD229,ST002,304,38,83,259,20,2026-11-30,BAT000931
INVT000932,20270519,PRD137,ST010,408,84,115,377,40,2029-12-27,BAT000932
INVT000933,20230116,PRD264,ST046,444,125,61,508,40,2025-03-04,BAT000933
INVT000934,20231015,PRD277,ST015,51,98,88,61,40,2025-02-15,BAT000934
INVT000935,20270110,PRD171,ST044,205,102,7,300,20,2029-01-18,BAT000935
INVT000936,20281229,PRD175,ST006,480,117,97,500,30,2031-10-23,BAT000936
INVT000937,20250411,PRD091,ST036,70,98,84,84,25,2027-02-11,BAT000937
INVT000938,20270517,PRD055,ST041,402,91,62,431,20,2030-02-22,BAT000938
INVT000939,20271129,PRD098,ST009,68,49,3,114,50,2029-07-30,BAT000939
INVT000940,20280626,PRD200,ST005,455,138,82,511,30,2030-11-19,BAT000940
INVT000941,20281227,PRD231,ST002,68,86,7,147,30,2030-02-08,BAT000941
INVT000942,20270719,PRD061,ST014,463,133,58,538,50,2028-12-17,BAT000942
INVT000943,20250812,PRD037,ST003,426,36,62,400,20,2027-12-07,BAT000943
INVT000944,20230707,PRD125,ST045,382,33,1,414,25,2026-04-14,BAT000944
INVT000945,20230724,PRD158,ST007,283,43,106,220,50,2024-09-26,BAT000945
INVT000946,20240311,PRD059,ST032,354,56,8,402,25,2026-05-21,BAT000946
INVT000947,20261013,PRD206,ST021,111,147,69,189,25,2028-09-06,BAT000947
INVT000948,20250523,PRD024,ST038,138,85,8,215,20,2027-02-27,BAT000948
INVT000949,20240801,PRD213,ST011,406,94,70,430,25,2026-10-24,BAT000949
INVT000950,20250924,PRD298,ST003,118,25,101,42,50,2027-10-14,BAT000950
INVT000951,20241008,PRD009,ST032,91,1,0,92,25,2026-01-07,BAT000951
INVT000952,20260308,PRD214,ST045,463,121,88,496,25,2027-10-05,BAT000952
INVT000953,20240809,PRD139,ST034,280,105,30,355,25,2027-04-26,BAT000953
INVT000954,20230604,PRD093,ST046,305,22,80,247,30,2025-05-25,BAT000954
INVT000955,20270912,PRD003,ST036,170,49,15,204,50,2028-12-17,BAT000955
INVT000956,20270122,PRD277,ST033,162,118,98,182,25,2028-10-31,BAT000956
INVT000957,20230806,PRD100,ST008,457,38,87,408,40,2025-12-27,BAT000957
INVT000958,20241223,PRD082,ST043,72,13,82,3,30,2026-10-10,BAT000958
INVT000959,20250508,PRD223,ST017,221,116,5,332,20,2026-06-30,BAT000959
INVT000960,20241221,PRD081,ST002,298,131,14,415,20,2026-08-18,BAT000960
INVT000961,20271227,PRD297,ST021,264,50,95,219,30,2029-08-18,BAT000961
INVT000962,20240327,PRD167,ST015,100,60,94,66,40,2025-10-17,BAT000962
INVT000963,20270319,PRD113,ST005,291,149,62,378,20,2029-06-07,BAT000963
INVT000964,20240816,PRD111,ST040,282,45,49,278,30,2026-01-02,BAT000964
INVT000965,20280218,PRD100,ST041,233,69,25,277,30,2029-06-27,BAT000965
INVT000966,20230512,PRD292,ST004,193,34,14,213,40,2025-08-23,BAT000966
INVT000967,20270910,PRD088,ST049,225,56,113,168,30,2030-05-20,BAT000967
INVT000968,20241004,PRD088,ST037,333,58,11,380,40,2027-03-22,BAT000968
INVT000969,20280626,PRD111,ST038,292,118,35,375,20,2030-09-07,BAT000969
INVT000970,20251007,PRD127,ST021,272,148,28,392,50,2027-03-08,BAT000970
INVT000971,20230121,PRD214,ST003,70,120,93,97,50,2024-02-24,BAT000971
INVT000972,20271010,PRD272,ST026,295,25,57,263,40,2029-06-12,BAT000972
INVT000973,20231207,PRD286,ST049,56,104,27,133,25,2025-12-08,BAT000973
INVT000974,20260426,PRD123,ST042,96,4,61,39,30,2027-10-08,BAT000974
INVT000975,20280225,PRD293,ST048,348,6,58,296,40,2029-07-15,BAT000975
INVT000976,20270719,PRD095,ST024,370,118,90,398,20,2030-04-21,BAT000976
INVT000977,20231017,PRD198,ST045,220,135,4,351,30,2025-12-26,BAT000977
INVT000978,20260110,PRD278,ST037,456,53,100,409,20,2028-10-06,BAT000978
INVT000979,20261007,PRD029,ST033,395,93,113,375,20,2028-01-28,BAT000979
INVT000980,20270418,PRD188,ST030,366,10,46,330,30,2028-10-13,BAT000980
INVT000981,20231002,PRD288,ST046,446,52,17,481,30,2025-06-02,BAT000981
INVT000982,20240410,PRD245,ST048,435,148,111,472,25,2025-11-26,BAT000982
INVT000983,20260805,PRD181,ST018,307,108,35,380,20,2027-10-08,BAT000983
INVT000984,20270308,PRD177,ST029,298,128,67,359,20,2029-07-01,BAT000984
INVT000985,20281218,PRD273,ST019,281,94,102,273,20,2030-06-28,BAT000985
INVT000986,20280219,PRD045,ST006,250,45,36,259,20,2029-06-09,BAT000986
INVT000987,20241105,PRD142,ST008,406,37,63,380,25,2026-06-02,BAT000987
INVT000988,20281102,PRD012,ST019,263,138,119,282,25,2031-03-02,BAT000988
INVT000989,20261121,PRD216,ST029,427,5,37,395,25,2028-01-24,BAT000989
INVT000990,20230401,PRD119,ST034,380,85,52,413,50,2025-03-17,BAT000990
INVT000991,20260829,PRD249,ST038,390,135,107,418,50,2028-11-26,BAT000991
INVT000992,20280219,PRD156,ST037,117,78,21,174,30,2029-10-08,BAT000992
INVT000993,20280606,PRD191,ST019,444,12,18,438,30,2030-03-24,BAT000993
INVT000994,20280211,PRD086,ST040,132,137,36,233,25,2029-08-08,BAT000994
INVT000995,20240920,PRD083,ST016,109,10,40,79,50,2026-01-27,BAT000995
INVT000996,20271211,PRD134,ST024,144,52,71,125,20,2030-10-22,BAT000996
INVT000997,20260722,PRD177,ST010,240,114,69,285,25,2029-01-18,BAT000997
INVT000998,20260520,PRD063,ST002,257,127,98,286,25,2028-08-31,BAT000998
