Purchase_ID,Date_Key,Supplier_ID,Product_ID,Store_ID,Quantity,Purchase_Price,Purchase_Amount,Invoice_No,Lead_Time
PUR002246,20240612,SUP063,PRD222,ST048,255,47.56,12127.8,PINV002246,5
PUR002247,20270914,SUP037,PRD086,ST046,62,191.44,11869.28,PINV002247,7
PUR002248,20230719,SUP084,PRD021,ST046,58,177.88,10317.04,PINV002248,9
PUR002249,20280205,SUP089,PRD051,ST049,478,365.57,174742.46,PINV002249,12
PUR002250,20230130,SUP012,PRD085,ST016,209,385.75,80621.75,PINV002250,4
PUR002251,20230611,SUP077,PRD055,ST040,418,620.42,259335.56,PINV002251,14
PUR002252,20241011,SUP035,PRD156,ST007,494,320.33,158243.02,PINV002252,1
PUR002253,20260625,SUP053,PRD035,ST003,148,174.96,25894.08,PINV002253,13
PUR002254,20230918,SUP047,PRD195,ST022,97,484.38,46984.86,PINV002254,12
PUR002255,20270929,SUP096,PRD003,ST027,235,622.48,146282.8,PINV002255,6
PUR002256,20270626,SUP028,PRD219,ST009,204,584.48,119233.92,PINV002256,13
PUR002257,20260222,SUP013,PRD221,ST039,381,255.32,97276.92,PINV002257,15
PUR002258,20231231,SUP058,PRD228,ST008,378,71.53,27038.34,PINV002258,11
PUR002259,20240725,SUP068,PRD230,ST023,169,679.57,114847.33,PINV002259,14
PUR002260,20280929,SUP039,PRD262,ST039,62,654.14,40556.68,PINV002260,5
PUR002261,20281225,SUP079,PRD203,ST030,302,41.62,12569.24,PINV002261,7
PUR002262,20231222,SUP080,PRD104,ST003,384,521.43,200229.12,PINV002262,5
PUR002263,20240215,SUP080,PRD169,ST029,223,247.45,55181.35,PINV002263,1
PUR002264,20231026,SUP072,PRD030,ST030,457,598.21,273381.97,PINV002264,12
PUR002265,20230131,SUP020,PRD028,ST003,341,670.25,228555.25,PINV002265,7
PUR002266,20261015,SUP066,PRD170,ST018,435,745.36,324231.6,PINV002266,7
PUR002267,20241116,SUP028,PRD120,ST004,409,34.59,14147.31,PINV002267,3
PUR002268,20231108,SUP003,PRD182,ST019,411,418.55,172024.05,PINV002268,13
PUR002269,20280816,SUP002,PRD193,ST023,65,733.19,47657.35,PINV002269,3
PUR002270,20260627,SUP097,PRD246,ST041,101,389.82,39371.82,PINV002270,13
PUR002271,20230321,SUP037,PRD102,ST003,323,517.55,167168.65,PINV002271,9
PUR002272,20230225,SUP035,PRD171,ST024,370,360.7,133459.0,PINV002272,6
PUR002273,20260717,SUP013,PRD049,ST050,230,292.09,67180.7,PINV002273,12
PUR002274,20270808,SUP019,PRD064,ST017,215,312.82,67256.3,PINV002274,3
PUR002275,20260301,SUP074,PRD053,ST004,185,440.06,81411.1,PINV002275,1
PUR002276,20260226,SUP044,PRD086,ST001,102,433.98,44265.96,PINV002276,5
PUR002277,20280711,SUP070,PRD187,ST016,310,491.58,152389.8,PINV002277,7
PUR002278,20230829,SUP043,PRD123,ST002,478,53.49,25568.22,PINV002278,10
PUR002279,20240627,SUP083,PRD030,ST005,212,475.59,100825.08,PINV002279,2
PUR002280,20250214,SUP033,PRD059,ST038,500,347.73,173865.0,PINV002280,5
PUR002281,20250803,SUP087,PRD078,ST006,361,443.1,159959.1,PINV002281,12
PUR002282,20231020,SUP062,PRD295,ST027,390,317.49,123821.1,PINV002282,4
PUR002283,20260610,SUP066,PRD162,ST049,209,618.81,129331.29,PINV002283,10
PUR002284,20250414,SUP075,PRD047,ST003,192,624.83,119967.36,PINV002284,2
PUR002285,20250707,SUP014,PRD015,ST043,309,164.73,50901.57,PINV002285,11
PUR002286,20271030,SUP019,PRD116,ST003,468,106.06,49636.08,PINV002286,13
PUR002287,20270703,SUP060,PRD132,ST028,439,549.31,241147.09,PINV002287,12
PUR002288,20230219,SUP028,PRD213,ST039,464,22.86,10607.04,PINV002288,13
PUR002289,20281011,SUP019,PRD180,ST038,292,408.92,119404.64,PINV002289,4
PUR002290,20231118,SUP052,PRD037,ST011,437,686.77,300118.49,PINV002290,9
PUR002291,20260222,SUP028,PRD008,ST042,171,532.35,91031.85,PINV002291,7
PUR002292,20250512,SUP010,PRD026,ST006,401,276.32,110804.32,PINV002292,1
PUR002293,20280708,SUP066,PRD211,ST010,260,723.2,188032.0,PINV002293,7
PUR002294,20270528,SUP087,PRD057,ST048,220,165.06,36313.2,PINV002294,3
PUR002295,20260220,SUP098,PRD288,ST013,184,323.72,59564.48,PINV002295,3
PUR002296,20250405,SUP041,PRD073,ST028,353,166.49,58770.97,PINV002296,5
PUR002297,20270113,SUP074,PRD068,ST019,131,87.67,11484.77,PINV002297,14
PUR002298,20260421,SUP027,PRD196,ST040,94,359.06,33751.64,PINV002298,5
PUR002299,20271209,SUP059,PRD034,ST006,476,723.57,344419.32,PINV002299,14
PUR002300,20270705,SUP029,PRD224,ST005,161,610.67,98317.87,PINV002300,7
PUR002301,20251109,SUP009,PRD190,ST038,113,713.5,80625.5,PINV002301,1
PUR002302,20270819,SUP017,PRD064,ST006,344,572.73,197019.12,PINV002302,1
PUR002303,20280419,SUP044,PRD241,ST043,273,607.54,165858.42,PINV002303,6
PUR002304,20250521,SUP074,PRD046,ST007,392,681.78,267257.76,PINV002304,11
PUR002305,20250707,SUP092,PRD040,ST003,188,537.91,101127.08,PINV002305,2
PUR002306,20261215,SUP058,PRD106,ST007,80,615.19,49215.2,PINV002306,10
PUR002307,20280611,SUP035,PRD197,ST019,113,296.78,33536.14,PINV002307,8
PUR002308,20260818,SUP098,PRD059,ST044,166,695.85,115511.1,PINV002308,9
PUR002309,20270316,SUP041,PRD239,ST036,95,552.88,52523.6,PINV002309,5
PUR002310,20260907,SUP077,PRD295,ST044,442,287.13,126911.46,PINV002310,3
PUR002311,20280227,SUP038,PRD262,ST042,439,481.31,211295.09,PINV002311,8
PUR002312,20241129,SUP081,PRD005,ST027,471,399.02,187938.42,PINV002312,8
PUR002313,20250203,SUP058,PRD114,ST010,178,85.48,15215.44,PINV002313,7
PUR002314,20240206,SUP006,PRD175,ST004,121,726.88,87952.48,PINV002314,13
PUR002315,20260610,SUP073,PRD090,ST022,431,153.52,66167.12,PINV002315,5
PUR002316,20230307,SUP096,PRD270,ST027,255,552.02,140765.1,PINV002316,8
PUR002317,20250910,SUP022,PRD238,ST001,388,659.06,255715.28,PINV002317,11
PUR002318,20230721,SUP071,PRD195,ST033,204,578.73,118060.92,PINV002318,9
PUR002319,20250810,SUP087,PRD252,ST019,185,735.94,136148.9,PINV002319,7
PUR002320,20250810,SUP075,PRD147,ST041,478,442.7,211610.6,PINV002320,3
PUR002321,20280203,SUP094,PRD043,ST032,52,47.64,2477.28,PINV002321,2
PUR002322,20240914,SUP068,PRD279,ST023,356,312.21,111146.76,PINV002322,5
PUR002323,20230407,SUP002,PRD060,ST027,327,781.1,255419.7,PINV002323,4
PUR002324,20261031,SUP008,PRD114,ST031,223,76.09,16968.07,PINV002324,3
PUR002325,20230707,SUP085,PRD199,ST036,499,378.14,188691.86,PINV002325,8
PUR002326,20271202,SUP099,PRD126,ST029,164,57.39,9411.96,PINV002326,10
PUR002327,20230822,SUP077,PRD122,ST008,492,654.53,322028.76,PINV002327,10
PUR002328,20260219,SUP066,PRD037,ST041,224,274.4,61465.6,PINV002328,7
PUR002329,20270514,SUP052,PRD212,ST039,494,591.15,292028.1,PINV002329,14
PUR002330,20250115,SUP064,PRD020,ST030,363,144.07,52297.41,PINV002330,7
PUR002331,20260809,SUP034,PRD227,ST013,351,132.85,46630.35,PINV002331,8
PUR002332,20270605,SUP012,PRD161,ST030,97,124.1,12037.7,PINV002332,9
PUR002333,20280327,SUP045,PRD023,ST046,436,232.42,101335.12,PINV002333,10
PUR002334,20270406,SUP039,PRD023,ST025,474,270.31,128126.94,PINV002334,14
PUR002335,20270408,SUP054,PRD166,ST002,434,716.71,311052.14,PINV002335,14
PUR002336,20250111,SUP032,PRD213,ST026,304,183.59,55811.36,PINV002336,12
PUR002337,20231106,SUP080,PRD008,ST022,405,406.3,164551.5,PINV002337,7
PUR002338,20241019,SUP067,PRD172,ST019,198,401.49,79495.02,PINV002338,3
PUR002339,20250906,SUP045,PRD121,ST040,78,497.99,38843.22,PINV002339,15
PUR002340,20250401,SUP027,PRD151,ST043,298,64.67,19271.66,PINV002340,12
PUR002341,20260404,SUP022,PRD123,ST031,315,588.8,185472.0,PINV002341,4
PUR002342,20240306,SUP027,PRD045,ST017,428,565.14,241879.92,PINV002342,10
PUR002343,20240703,SUP027,PRD186,ST002,180,149.16,26848.8,PINV002343,5
PUR002344,20271011,SUP076,PRD270,ST021,67,418.78,28058.26,PINV002344,11
PUR002345,20280817,SUP068,PRD112,ST013,478,668.0,319304.0,PINV002345,11
PUR002346,20270107,SUP077,PRD286,ST004,113,135.25,15283.25,PINV002346,11
PUR002347,20271219,SUP086,PRD143,ST039,296,772.16,228559.36,PINV002347,6
PUR002348,20280719,SUP089,PRD195,ST029,230,197.36,45392.8,PINV002348,4
PUR002349,20260419,SUP097,PRD069,ST019,338,494.85,167259.3,PINV002349,15
PUR002350,20250901,SUP076,PRD167,ST049,104,215.74,22436.96,PINV002350,6
PUR002351,20230906,SUP064,PRD190,ST036,148,256.77,38001.96,PINV002351,8
PUR002352,20260218,SUP044,PRD212,ST044,82,501.37,41112.34,PINV002352,14
PUR002353,20250127,SUP031,PRD230,ST034,305,509.95,155534.75,PINV002353,6
PUR002354,20270123,SUP017,PRD165,ST011,279,359.53,100308.87,PINV002354,10
PUR002355,20251113,SUP070,PRD178,ST040,369,537.36,198285.84,PINV002355,7
PUR002356,20280731,SUP085,PRD050,ST025,76,742.87,56458.12,PINV002356,7
PUR002357,20251118,SUP041,PRD043,ST031,208,47.32,9842.56,PINV002357,12
PUR002358,20260127,SUP088,PRD085,ST009,299,276.14,82565.86,PINV002358,6
PUR002359,20280525,SUP025,PRD276,ST029,189,628.7,118824.3,PINV002359,3
PUR002360,20280201,SUP011,PRD003,ST045,77,438.99,33802.23,PINV002360,5
PUR002361,20240618,SUP063,PRD279,ST002,492,68.71,33805.32,PINV002361,9
PUR002362,20260107,SUP080,PRD239,ST025,219,271.83,59530.77,PINV002362,5
PUR002363,20270903,SUP013,PRD201,ST021,238,532.51,126737.38,PINV002363,12
PUR002364,20261103,SUP097,PRD216,ST039,68,464.85,31609.8,PINV002364,8
PUR002365,20261028,SUP057,PRD160,ST049,175,509.12,89096.0,PINV002365,12
PUR002366,20250902,SUP051,PRD161,ST039,420,430.58,180843.6,PINV002366,13
PUR002367,20280415,SUP072,PRD125,ST016,254,789.09,200428.86,PINV002367,5
PUR002368,20230127,SUP009,PRD047,ST015,206,327.35,67434.1,PINV002368,1
PUR002369,20250819,SUP021,PRD210,ST035,156,764.18,119212.08,PINV002369,14
PUR002370,20280419,SUP075,PRD182,ST036,347,743.72,258070.84,PINV002370,2
PUR002371,20240616,SUP010,PRD030,ST013,119,539.87,64244.53,PINV002371,5
PUR002372,20280803,SUP062,PRD279,ST012,288,103.31,29753.28,PINV002372,7
PUR002373,20260504,SUP021,PRD227,ST009,140,611.96,85674.4,PINV002373,1
PUR002374,20260726,SUP075,PRD024,ST017,435,684.33,297683.55,PINV002374,15
PUR002375,20281017,SUP018,PRD200,ST038,408,441.56,180156.48,PINV002375,9
PUR002376,20260716,SUP086,PRD119,ST017,395,349.14,137910.3,PINV002376,15
PUR002377,20270912,SUP100,PRD011,ST016,419,701.55,293949.45,PINV002377,6
PUR002378,20281104,SUP056,PRD169,ST009,322,476.12,153310.64,PINV002378,10
PUR002379,20230420,SUP008,PRD151,ST049,232,648.88,150540.16,PINV002379,6
PUR002380,20240305,SUP064,PRD237,ST039,400,208.5,83400.0,PINV002380,3
PUR002381,20231015,SUP052,PRD035,ST001,90,170.99,15389.1,PINV002381,1
PUR002382,20250701,SUP002,PRD182,ST047,202,548.19,110734.38,PINV002382,9
PUR002383,20271211,SUP037,PRD223,ST038,325,626.0,203450.0,PINV002383,2
PUR002384,20230314,SUP009,PRD206,ST016,190,74.33,14122.7,PINV002384,7
PUR002385,20230218,SUP003,PRD194,ST013,112,705.2,78982.4,PINV002385,6
PUR002386,20241209,SUP020,PRD205,ST008,398,21.46,8541.08,PINV002386,5
PUR002387,20230407,SUP056,PRD111,ST049,354,463.99,164252.46,PINV002387,7
PUR002388,20250521,SUP098,PRD103,ST048,456,692.77,315903.12,PINV002388,7
PUR002389,20271203,SUP058,PRD242,ST033,434,511.32,221912.88,PINV002389,12
PUR002390,20240815,SUP067,PRD127,ST003,326,233.66,76173.16,PINV002390,11
PUR002391,20231015,SUP032,PRD243,ST034,82,568.57,46622.74,PINV002391,1
PUR002392,20230918,SUP043,PRD097,ST022,159,580.04,92226.36,PINV002392,13
PUR002393,20250305,SUP002,PRD083,ST016,383,493.41,188976.03,PINV002393,8
PUR002394,20261020,SUP036,PRD210,ST030,406,612.98,248869.88,PINV002394,2
PUR002395,20260205,SUP018,PRD063,ST034,323,743.76,240234.48,PINV002395,13
PUR002396,20230905,SUP059,PRD005,ST049,447,124.12,55481.64,PINV002396,8
PUR002397,20281017,SUP036,PRD003,ST046,107,500.12,53512.84,PINV002397,13
PUR002398,20250320,SUP080,PRD081,ST044,69,268.24,18508.56,PINV002398,4
PUR002399,20281103,SUP071,PRD189,ST013,460,664.83,305821.8,PINV002399,12
PUR002400,20230710,SUP096,PRD169,ST024,279,36.4,10155.6,PINV002400,11
PUR002401,20280220,SUP005,PRD205,ST049,211,508.11,107211.21,PINV002401,15
PUR002402,20251211,SUP065,PRD047,ST029,131,48.15,6307.65,PINV002402,5
PUR002403,20251231,SUP019,PRD139,ST033,387,376.3,145628.1,PINV002403,3
PUR002404,20251110,SUP081,PRD243,ST021,220,536.69,118071.8,PINV002404,8
PUR002405,20230221,SUP083,PRD173,ST015,272,777.36,211441.92,PINV002405,4
PUR002406,20240206,SUP034,PRD221,ST026,265,348.63,92386.95,PINV002406,6
PUR002407,20240105,SUP021,PRD236,ST046,298,613.4,182793.2,PINV002407,14
PUR002408,20240624,SUP027,PRD268,ST044,258,486.91,125622.78,PINV002408,1
PUR002409,20281022,SUP008,PRD087,ST043,295,723.7,213491.5,PINV002409,13
PUR002410,20260211,SUP028,PRD083,ST003,403,796.24,320884.72,PINV002410,2
PUR002411,20270918,SUP096,PRD051,ST038,390,512.88,200023.2,PINV002411,15
PUR002412,20231018,SUP074,PRD096,ST032,181,377.02,68240.62,PINV002412,1
PUR002413,20250606,SUP014,PRD036,ST037,200,234.31,46862.0,PINV002413,8
PUR002414,20231007,SUP037,PRD045,ST027,244,694.29,169406.76,PINV002414,8
PUR002415,20250615,SUP096,PRD095,ST027,428,783.46,335320.88,PINV002415,13
PUR002416,20270516,SUP036,PRD107,ST021,285,420.19,119754.15,PINV002416,10
PUR002417,20240509,SUP061,PRD265,ST039,191,625.78,119523.98,PINV002417,1
PUR002418,20280316,SUP055,PRD089,ST026,70,680.57,47639.9,PINV002418,6
PUR002419,20231201,SUP002,PRD254,ST033,311,675.71,210145.81,PINV002419,5
PUR002420,20240506,SUP086,PRD115,ST011,235,112.47,26430.45,PINV002420,5
PUR002421,20231127,SUP043,PRD208,ST006,484,742.94,359582.96,PINV002421,3
PUR002422,20230814,SUP041,PRD236,ST031,458,115.12,52724.96,PINV002422,6
PUR002423,20270421,SUP047,PRD150,ST036,380,541.59,205804.2,PINV002423,2
PUR002424,20280212,SUP034,PRD074,ST047,321,150.76,48393.96,PINV002424,9
PUR002425,20250325,SUP052,PRD028,ST042,400,596.75,238700.0,PINV002425,12
PUR002426,20240220,SUP058,PRD094,ST033,184,577.53,106265.52,PINV002426,6
PUR002427,20260212,SUP097,PRD142,ST014,169,777.44,131387.36,PINV002427,3
PUR002428,20260616,SUP031,PRD256,ST006,451,150.91,68060.41,PINV002428,9
PUR002429,20230925,SUP075,PRD172,ST017,182,752.53,136960.46,PINV002429,3
PUR002430,20231006,SUP022,PRD103,ST049,342,783.25,267871.5,PINV002430,7
PUR002431,20251223,SUP062,PRD085,ST014,165,385.01,63526.65,PINV002431,2
PUR002432,20280719,SUP052,PRD213,ST009,143,698.72,99916.96,PINV002432,14
PUR002433,20280327,SUP007,PRD042,ST013,278,531.13,147654.14,PINV002433,14
PUR002434,20240223,SUP090,PRD015,ST018,212,577.63,122457.56,PINV002434,4
PUR002435,20240209,SUP031,PRD064,ST041,95,716.14,68033.3,PINV002435,3
PUR002436,20250903,SUP095,PRD003,ST032,462,492.43,227502.66,PINV002436,12
PUR002437,20281212,SUP088,PRD061,ST015,253,197.97,50086.41,PINV002437,8
PUR002438,20250619,SUP098,PRD114,ST018,105,250.89,26343.45,PINV002438,2
PUR002439,20270211,SUP023,PRD277,ST017,120,253.26,30391.2,PINV002439,14
PUR002440,20260830,SUP007,PRD118,ST004,201,536.63,107862.63,PINV002440,10
PUR002441,20230801,SUP090,PRD114,ST022,466,327.96,152829.36,PINV002441,1
PUR002442,20250905,SUP053,PRD151,ST023,257,701.15,180195.55,PINV002442,4
PUR002443,20240622,SUP059,PRD256,ST030,489,618.23,302314.47,PINV002443,1
PUR002444,20230311,SUP046,PRD113,ST034,336,46.02,15462.72,PINV002444,13
PUR002445,20250807,SUP004,PRD283,ST024,106,450.05,47705.3,PINV002445,6
PUR002446,20250718,SUP044,PRD269,ST048,403,724.67,292042.01,PINV002446,1
PUR002447,20230711,SUP032,PRD215,ST040,87,663.91,57760.17,PINV002447,2
PUR002448,20271120,SUP087,PRD187,ST021,272,269.8,73385.6,PINV002448,8
PUR002449,20231223,SUP017,PRD220,ST033,232,69.31,16079.92,PINV002449,8
PUR002450,20250116,SUP021,PRD214,ST014,400,220.28,88112.0,PINV002450,4
PUR002451,20250319,SUP096,PRD061,ST027,231,121.82,28140.42,PINV002451,2
PUR002452,20250209,SUP018,PRD006,ST031,101,362.75,36637.75,PINV002452,2
PUR002453,20241018,SUP091,PRD209,ST007,249,168.57,41973.93,PINV002453,11
PUR002454,20240801,SUP076,PRD286,ST005,375,553.68,207630.0,PINV002454,13
PUR002455,20231225,SUP001,PRD034,ST038,79,665.79,52597.41,PINV002455,6
PUR002456,20261123,SUP020,PRD253,ST015,267,579.12,154625.04,PINV002456,2
PUR002457,20270711,SUP089,PRD117,ST037,345,782.5,269962.5,PINV002457,9
PUR002458,20230405,SUP071,PRD105,ST046,152,630.23,95794.96,PINV002458,8
PUR002459,20280124,SUP025,PRD097,ST013,364,521.32,189760.48,PINV002459,2
PUR002460,20271108,SUP039,PRD073,ST011,354,312.94,110780.76,PINV002460,3
PUR002461,20270830,SUP039,PRD045,ST045,262,292.67,76679.54,PINV002461,9
PUR002462,20280629,SUP068,PRD191,ST004,357,441.23,157519.11,PINV002462,2
PUR002463,20270605,SUP080,PRD172,ST032,378,555.31,209907.18,PINV002463,12
PUR002464,20260911,SUP014,PRD049,ST050,215,218.85,47052.75,PINV002464,2
PUR002465,20250909,SUP083,PRD105,ST043,358,78.72,28181.76,PINV002465,7
PUR002466,20230720,SUP055,PRD059,ST047,327,145.02,47421.54,PINV002466,7
PUR002467,20240822,SUP083,PRD236,ST048,455,695.85,316611.75,PINV002467,2
PUR002468,20261018,SUP090,PRD115,ST043,68,545.71,37108.28,PINV002468,11
PUR002469,20250211,SUP045,PRD152,ST007,177,559.18,98974.86,PINV002469,14
PUR002470,20281007,SUP065,PRD239,ST048,302,641.16,193630.32,PINV002470,8
PUR002471,20240425,SUP062,PRD078,ST040,286,214.45,61332.7,PINV002471,7
PUR002472,20270711,SUP098,PRD236,ST031,257,598.47,153806.79,PINV002472,14
PUR002473,20260926,SUP008,PRD100,ST024,384,471.67,181121.28,PINV002473,13
PUR002474,20240521,SUP034,PRD186,ST010,130,757.1,98423.0,PINV002474,4
PUR002475,20280726,SUP052,PRD292,ST049,177,21.85,3867.45,PINV002475,8
PUR002476,20241201,SUP044,PRD189,ST030,286,784.19,224278.34,PINV002476,5
PUR002477,20251015,SUP053,PRD136,ST012,449,90.52,40643.48,PINV002477,8
PUR002478,20270726,SUP080,PRD150,ST009,500,53.93,26965.0,PINV002478,5
PUR002479,20230916,SUP078,PRD287,ST006,161,137.35,22113.35,PINV002479,11
PUR002480,20260803,SUP039,PRD033,ST013,122,294.28,35902.16,PINV002480,11
PUR002481,20251202,SUP078,PRD201,ST028,459,388.76,178440.84,PINV002481,5
PUR002482,20280524,SUP076,PRD067,ST024,191,338.08,64573.28,PINV002482,7
PUR002483,20240103,SUP095,PRD250,ST030,266,309.38,82295.08,PINV002483,1
PUR002484,20260926,SUP064,PRD209,ST017,364,267.87,97504.68,PINV002484,12
PUR002485,20270315,SUP080,PRD073,ST021,251,480.33,120562.83,PINV002485,7
PUR002486,20240131,SUP064,PRD108,ST009,262,629.65,164968.3,PINV002486,3
PUR002487,20250110,SUP043,PRD194,ST037,263,534.67,140618.21,PINV002487,14
PUR002488,20270314,SUP081,PRD168,ST044,166,392.5,65155.0,PINV002488,2
PUR002489,20261115,SUP020,PRD166,ST011,165,325.0,53625.0,PINV002489,4
PUR002490,20280118,SUP055,PRD112,ST019,434,653.75,283727.5,PINV002490,13
PUR002491,20270511,SUP073,PRD005,ST016,117,367.04,42943.68,PINV002491,7
PUR002492,20280915,SUP013,PRD012,ST045,79,505.0,39895.0,PINV002492,14
PUR002493,20261214,SUP021,PRD168,ST014,433,320.43,138746.19,PINV002493,1
PUR002494,20281012,SUP051,PRD248,ST032,169,646.66,109285.54,PINV002494,15
PUR002495,20260203,SUP082,PRD115,ST003,350,395.68,138488.0,PINV002495,2
PUR002496,20261017,SUP092,PRD149,ST043,156,147.97,23083.32,PINV002496,5
PUR002497,20250703,SUP042,PRD015,ST014,128,799.64,102353.92,PINV002497,7
PUR002498,20280728,SUP093,PRD180,ST011,91,194.94,17739.54,PINV002498,4
PUR002499,20230202,SUP076,PRD107,ST011,114,509.53,58086.42,PINV002499,1
PUR002500,20250102,SUP080,PRD232,ST016,58,170.69,9900.02,PINV002500,3
PUR002501,20230228,SUP025,PRD049,ST016,60,763.22,45793.2,PINV002501,15
PUR002502,20260130,SUP064,PRD103,ST003,244,95.67,23343.48,PINV002502,9
PUR002503,20230818,SUP047,PRD183,ST040,487,136.17,66314.79,PINV002503,2
PUR002504,20281125,SUP070,PRD226,ST021,213,287.76,61292.88,PINV002504,8
PUR002505,20240206,SUP064,PRD077,ST004,123,415.67,51127.41,PINV002505,5
PUR002506,20271214,SUP061,PRD002,ST045,307,394.82,121209.74,PINV002506,15
PUR002507,20241215,SUP057,PRD238,ST042,244,175.3,42773.2,PINV002507,7
PUR002508,20280814,SUP043,PRD203,ST050,276,447.08,123394.08,PINV002508,5
PUR002509,20240314,SUP019,PRD125,ST018,301,752.89,226619.89,PINV002509,10
PUR002510,20230927,SUP054,PRD233,ST045,331,437.89,144941.59,PINV002510,10
PUR002511,20260823,SUP048,PRD019,ST049,145,485.95,70462.75,PINV002511,12
PUR002512,20260604,SUP041,PRD224,ST007,483,216.41,104526.03,PINV002512,10
PUR002513,20281119,SUP067,PRD100,ST044,394,481.98,189900.12,PINV002513,6
PUR002514,20240326,SUP002,PRD258,ST044,386,189.87,73289.82,PINV002514,5
PUR002515,20270222,SUP021,PRD092,ST002,126,622.12,78387.12,PINV002515,4
PUR002516,20240309,SUP099,PRD052,ST025,251,403.45,101265.95,PINV002516,5
PUR002517,20261209,SUP037,PRD106,ST034,242,627.95,151963.9,PINV002517,5
PUR002518,20250618,SUP031,PRD125,ST050,251,410.62,103065.62,PINV002518,14
PUR002519,20280107,SUP040,PRD276,ST044,108,606.91,65546.28,PINV002519,7
PUR002520,20231204,SUP048,PRD270,ST023,397,391.08,155258.76,PINV002520,11
PUR002521,20240706,SUP022,PRD201,ST018,116,307.62,35683.92,PINV002521,2
PUR002522,20260810,SUP005,PRD035,ST008,93,325.05,30229.65,PINV002522,1
PUR002523,20280203,SUP080,PRD274,ST035,78,378.29,29506.62,PINV002523,5
PUR002524,20241205,SUP034,PRD224,ST025,204,422.95,86281.8,PINV002524,14
PUR002525,20260328,SUP033,PRD069,ST001,62,469.19,29089.78,PINV002525,14
PUR002526,20250906,SUP027,PRD259,ST014,63,124.92,7869.96,PINV002526,10
PUR002527,20250614,SUP040,PRD013,ST015,104,37.53,3903.12,PINV002527,14
PUR002528,20230326,SUP087,PRD250,ST028,399,795.34,317340.66,PINV002528,10
PUR002529,20281204,SUP060,PRD227,ST031,50,467.01,23350.5,PINV002529,7
PUR002530,20270720,SUP021,PRD283,ST023,421,273.3,115059.3,PINV002530,2
PUR002531,20240318,SUP069,PRD089,ST027,389,578.21,224923.69,PINV002531,9
PUR002532,20280829,SUP039,PRD061,ST003,467,509.55,237959.85,PINV002532,6
PUR002533,20260612,SUP054,PRD026,ST039,204,293.84,59943.36,PINV002533,5
PUR002534,20270305,SUP076,PRD147,ST019,69,468.06,32296.14,PINV002534,12
PUR002535,20280211,SUP028,PRD254,ST007,416,182.04,75728.64,PINV002535,5
PUR002536,20270330,SUP035,PRD223,ST028,375,223.36,83760.0,PINV002536,8
PUR002537,20261014,SUP004,PRD182,ST006,202,34.11,6890.22,PINV002537,14
PUR002538,20271205,SUP065,PRD066,ST028,377,596.43,224854.11,PINV002538,3
PUR002539,20280926,SUP004,PRD073,ST026,260,747.4,194324.0,PINV002539,3
PUR002540,20271206,SUP042,PRD143,ST025,122,199.11,24291.42,PINV002540,1
PUR002541,20251208,SUP010,PRD069,ST022,248,487.4,120875.2,PINV002541,1
PUR002542,20270712,SUP099,PRD204,ST049,335,788.64,264194.4,PINV002542,13
PUR002543,20271228,SUP019,PRD185,ST040,351,721.28,253169.28,PINV002543,2
PUR002544,20240413,SUP091,PRD005,ST043,204,704.56,143730.24,PINV002544,9
PUR002545,20260928,SUP074,PRD070,ST041,114,550.15,62717.1,PINV002545,9
PUR002546,20280112,SUP039,PRD076,ST050,223,741.32,165314.36,PINV002546,1
PUR002547,20241001,SUP040,PRD188,ST039,106,770.75,81699.5,PINV002547,10
PUR002548,20241120,SUP083,PRD091,ST038,295,478.63,141195.85,PINV002548,10
PUR002549,20251227,SUP027,PRD300,ST030,275,684.68,188287.0,PINV002549,1
PUR002550,20280915,SUP069,PRD117,ST039,480,116.67,56001.6,PINV002550,2
PUR002551,20281016,SUP015,PRD171,ST006,403,92.84,37414.52,PINV002551,10
PUR002552,20251102,SUP059,PRD266,ST033,388,52.05,20195.4,PINV002552,6
PUR002553,20251109,SUP072,PRD221,ST002,458,182.96,83795.68,PINV002553,11
PUR002554,20240304,SUP016,PRD040,ST042,157,550.38,86409.66,PINV002554,6
PUR002555,20261118,SUP060,PRD129,ST046,487,618.35,301136.45,PINV002555,1
PUR002556,20241112,SUP056,PRD095,ST015,338,120.59,40759.42,PINV002556,5
PUR002557,20280720,SUP079,PRD287,ST043,268,630.73,169035.64,PINV002557,11
PUR002558,20280526,SUP054,PRD241,ST037,372,251.48,93550.56,PINV002558,14
PUR002559,20280116,SUP092,PRD031,ST042,378,146.29,55297.62,PINV002559,8
PUR002560,20280101,SUP003,PRD014,ST022,332,314.11,104284.52,PINV002560,11
PUR002561,20250423,SUP075,PRD162,ST034,93,262.06,24371.58,PINV002561,1
PUR002562,20271221,SUP008,PRD259,ST048,270,191.1,51597.0,PINV002562,5
PUR002563,20230713,SUP065,PRD028,ST015,139,240.62,33446.18,PINV002563,2
PUR002564,20230930,SUP045,PRD298,ST021,489,547.74,267844.86,PINV002564,6
PUR002565,20281125,SUP014,PRD225,ST036,304,665.66,202360.64,PINV002565,13
PUR002566,20230627,SUP011,PRD086,ST023,62,374.04,23190.48,PINV002566,12
PUR002567,20250718,SUP005,PRD154,ST048,237,47.22,11191.14,PINV002567,12
PUR002568,20260626,SUP018,PRD115,ST024,187,620.38,116011.06,PINV002568,9
